fixture_id,surface_id,role_family,step_index,observation_shape,action_shape,action_steer,action_throttle,action_brake,action_finite,action_within_bounds,backend_status,terminated_by_backend,truncated_by_backend,diagnostic_wheel_force_count,policy_action
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,20,72,3,0.6673011183738708,-0.35974574089050293,-0.013650236651301384,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,21,72,3,0.6508630514144897,-0.31605181097984314,0.018322041258215904,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,22,72,3,0.6423052549362183,-0.27309584617614746,0.04624791443347931,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,23,72,3,0.6422094106674194,-0.2321489006280899,0.06845638155937195,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,24,72,3,0.650057852268219,-0.19467715919017792,0.08398258686065674,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,25,72,3,0.6642071008682251,-0.1620321124792099,0.09298276156187057,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,26,72,3,0.682231605052948,-0.13502395153045654,0.09664462506771088,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,27,72,3,0.7015508413314819,-0.11367868632078171,0.09666210412979126,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,28,72,3,0.7200477719306946,-0.09736058115959167,0.0946417897939682,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,29,72,3,0.7364086508750916,-0.08513245731592178,0.09173757582902908,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,30,72,3,0.7501269578933716,-0.07610049843788147,0.08857346326112747,True,True,running,False,False,4,True
hf0_four_wheel_drift_required_recovery_fixture,source_only_four_wheel_hf0,drift_required_recovery,31,72,3,0.7612914443016052,-0.0695875734090805,0.0853630006313324,True,True,running,False,False,4,True
