profile_name,source_kind,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,success_profile_count,profiles_with_success,success_source_count,sources_with_success,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
L1_one_step,same_current_rear_lateral_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,15.458761594683594,30.005573973621402,104.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,same_current_steer_lag_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,25.463238343680416,23.4253006386413,83.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,same_current_yaw_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0729845626123169,9.873157828217114,60.0,0,,0,,True,0,1,0,0,1,0
L1_one_step,success_stabilizer,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.640986644934976,34.840760556613354,91.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,terminal_boundary_proxy,outcome_by_profile_source_kind,weak_support,2,1,0,1,1,0.5,0.0,0.5,0.5,1.8533429843770406,66.94521991663359,85.5,1,L1_one_step,1,m2033-smoke-0027-m1680-spec-0040,True,1,0,1,1,0,1
L1_one_step,terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,4.8802384243369445,28.65158673760341,76.0,0,,0,,True,0,0,2,2,0,0
L1_one_step,warmup_brake_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,27.00163532642162,26.358157680302295,76.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,warmup_mixed_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,5.708865812721372,18.980967362529483,113.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,warmup_rear_lateral_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,23.351294644035832,23.924898760088716,73.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,warmup_steer_lag_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,5.023291587770206,18.186086799098053,71.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,warmup_terminal_boundary_recovery_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,15.326617922103079,6.484724811232909,65.0,0,,0,,True,0,0,1,1,0,0
L1_one_step,warmup_yaw_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,12.80866586326046,15.41102720254294,91.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,actuator_delay_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,23.38993082046706,7.783090622415141,69.5,0,,0,,True,0,0,2,2,0,0
L2_window_100,actuator_delay_proxy+capability_step_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,12.978821286657768,7.86807161242438,66.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_100,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,10.58656663286712,14.916138408324807,72.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_100,anchor_neighborhood,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.59987291369811,12.632808202387857,69.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,capability_step_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,6.4670258425978,15.431156811010762,68.0,0,,0,,True,0,0,2,2,0,0
L2_window_100,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,17.43647231049327,12.314495309020588,59.0,0,,0,,True,0,0,3,3,0,0
L2_window_100,capability_step_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,6.773130353653279,17.478009894218925,65.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_100,mitigation_isolation_check,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.3297243899120872,15.295544854928146,68.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,offtrack_boundary_relief,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,8.72521114129274,16.346541306444852,60.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_brake_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,28.061960281907478,14.160195782478677,68.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_drive_brake_asymmetry_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,23.978491314787462,20.425211074800846,61.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_mixed_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.938966618701661,5.275944881616951,61.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_rear_lateral_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.260859805494599,11.289138736497879,55.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_steer_lag_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.876446269312687,16.842720052304127,76.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,same_current_yaw_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,2.7937047724053046,13.474886513055951,69.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,success_stabilizer,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.503322643948202,24.213267788461845,60.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,terminal_boundary_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,4.351652977311055,14.934253556888313,64.5,0,,0,,True,0,0,2,2,0,0
L2_window_100,terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,9.81387795320173,12.718015798506203,64.5,0,,0,,True,0,0,2,2,0,0
L2_window_100,warmup_brake_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.59578371361482,20.92325961891193,91.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,warmup_mixed_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.12936386431026,12.152062651292052,72.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,warmup_rear_lateral_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.297398178965135,16.84261768990011,80.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,warmup_steer_lag_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,6.886706101307604,3.3757198821872056,61.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,warmup_terminal_boundary_recovery_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,12.382423295975883,13.327054721074147,54.0,0,,0,,True,0,0,1,1,0,0
L2_window_100,warmup_yaw_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.54440122639247,0.28438714438030566,49.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,actuator_delay_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,4.477541961663888,10.101207546574557,62.0,0,,0,,True,0,0,2,2,0,0
L2_window_100_current_tiled,actuator_delay_proxy+capability_step_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,12.12669698608797,21.880651566385996,69.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_100_current_tiled,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,7.081093894680603,18.45372714368243,69.0,0,,0,,True,0,0,3,3,0,0
L2_window_100_current_tiled,anchor_neighborhood,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,13.84127071541169,8.977095956634756,63.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,capability_step_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,19.582350412462958,10.549983240238003,65.5,0,,0,,True,0,0,2,2,0,0
L2_window_100_current_tiled,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,8.675523675509444,13.771868710769994,60.333333333333336,0,,0,,True,0,0,3,3,0,0
L2_window_100_current_tiled,capability_step_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,13.49409644483345,10.325875119927284,68.0,0,,0,,True,0,0,3,3,0,0
L2_window_100_current_tiled,mitigation_isolation_check,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,10.659418746321371,11.632259390850862,59.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,offtrack_boundary_relief,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,18.482831362917633,10.35665391635532,57.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_brake_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,6.43984482233627,15.46553102900133,69.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_drive_brake_asymmetry_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,25.505954959253337,8.341142108415651,65.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_mixed_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,5.220104496397995,11.450778376536519,64.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_rear_lateral_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.7875942528546025,15.87227146960829,58.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_steer_lag_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.84792419779421,13.741195471564959,63.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,same_current_yaw_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,18.499108723954713,11.107502522373595,63.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,success_stabilizer,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.9007790917657865,20.934614797942274,56.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,terminal_boundary_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,8.491352283860813,7.439089913799744,64.5,0,,0,,True,0,0,2,2,0,0
L2_window_100_current_tiled,terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,11.155121602245156,12.554729980837735,58.5,0,,0,,True,0,0,2,2,0,0
L2_window_100_current_tiled,warmup_brake_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.4348451294761,13.022098683901387,60.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,warmup_mixed_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,8.583962805507515,14.498583817448527,70.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,warmup_rear_lateral_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.590131607406931,13.952315615085343,55.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,warmup_steer_lag_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,21.842403457801893,9.24066173036642,50.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,warmup_terminal_boundary_recovery_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.240002121301005,8.991442610452905,63.0,0,,0,,True,0,0,1,1,0,0
L2_window_100_current_tiled,warmup_yaw_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,25.785992980968107,13.44340218535007,62.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,actuator_delay_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,19.028151012763296,13.936447998343205,58.5,0,,0,,True,0,0,2,2,0,0
L2_window_13,actuator_delay_proxy+capability_step_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,6.804130584095798,9.50894545261256,63.0,0,,0,,True,0,0,3,3,0,0
L2_window_13,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,12.342704400148449,13.187530559330611,68.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_13,anchor_neighborhood,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,0.08252366830691749,10.470083300341415,91.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,capability_step_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,15.939250727261129,8.64338157901012,71.0,0,,0,,True,0,0,2,2,0,0
L2_window_13,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,3.556109545615373,21.557245638032978,63.333333333333336,0,,0,,True,0,0,3,3,0,0
L2_window_13,capability_step_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,3,0,0,3,3,0.0,0.0,1.0,1.0,12.809293036084783,13.778568765930629,69.33333333333333,0,,0,,True,0,0,3,3,0,0
L2_window_13,mitigation_isolation_check,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,12.800334920202154,8.474980010529894,59.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,offtrack_boundary_relief,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.627194027110228,14.643392716127238,53.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_brake_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,24.028104637780395,23.164611577195235,66.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_drive_brake_asymmetry_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.702618595829707,13.227284462764299,64.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_mixed_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,4.313855351203082,23.154828610060036,79.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_rear_lateral_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,11.595356611723979,10.665081119848185,62.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_steer_lag_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,1.4028706783324227,13.732588319176433,70.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,same_current_yaw_authority_older_history_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,20.297536228660046,13.4599797173512,59.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,success_stabilizer,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,14.627118959691366,1.356186996532748,59.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,terminal_boundary_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,5.084898371209026,12.743537634786836,62.5,0,,0,,True,0,0,2,2,0,0
L2_window_13,terminal_boundary_proxy+warmup_proxy,outcome_by_profile_source_kind,no_support,2,0,0,2,2,0.0,0.0,1.0,1.0,15.371385783872093,14.000113808946184,59.5,0,,0,,True,0,0,2,2,0,0
L2_window_13,warmup_brake_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,9.463397931823875,29.30627469343692,83.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,warmup_mixed_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,19.74939675069096,8.345066690530228,86.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,warmup_rear_lateral_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,1.6672542685198026,7.87256288859084,55.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,warmup_steer_lag_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,23.651863715788085,17.568906970529202,62.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,warmup_terminal_boundary_recovery_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,7.878959286646315,15.487523936563488,56.0,0,,0,,True,0,0,1,1,0,0
L2_window_13,warmup_yaw_authority_proxy,outcome_by_profile_source_kind,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,16.719797360523536,17.830999348492888,74.0,0,,0,,True,0,0,1,1,0,0
