row_index,workload_id,task_source_id,profile_name,missing_metadata_fields
140,m2063-osd-osd_v0_0172_t4::L0_current_masked,m2063-osd-osd_v0_0172_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
141,m2063-osd-osd_v0_0172_t4::L1_one_step,m2063-osd-osd_v0_0172_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
142,m2063-osd-osd_v0_0172_t4::L2_window_50,m2063-osd-osd_v0_0172_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
143,m2063-osd-osd_v0_0172_t4::L3_online_gru,m2063-osd-osd_v0_0172_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
144,m2063-osd-osd_v0_0172_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0172_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
145,m2063-osd-osd_v0_0173_t4::L0_current_masked,m2063-osd-osd_v0_0173_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
146,m2063-osd-osd_v0_0173_t4::L1_one_step,m2063-osd-osd_v0_0173_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
147,m2063-osd-osd_v0_0173_t4::L2_window_50,m2063-osd-osd_v0_0173_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
148,m2063-osd-osd_v0_0173_t4::L3_online_gru,m2063-osd-osd_v0_0173_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
149,m2063-osd-osd_v0_0173_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0173_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
150,m2063-osd-osd_v0_0174_t4::L0_current_masked,m2063-osd-osd_v0_0174_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
151,m2063-osd-osd_v0_0174_t4::L1_one_step,m2063-osd-osd_v0_0174_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
152,m2063-osd-osd_v0_0174_t4::L2_window_50,m2063-osd-osd_v0_0174_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
153,m2063-osd-osd_v0_0174_t4::L3_online_gru,m2063-osd-osd_v0_0174_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
154,m2063-osd-osd_v0_0174_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0174_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
155,m2063-osd-osd_v0_0175_t4::L0_current_masked,m2063-osd-osd_v0_0175_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
156,m2063-osd-osd_v0_0175_t4::L1_one_step,m2063-osd-osd_v0_0175_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
157,m2063-osd-osd_v0_0175_t4::L2_window_50,m2063-osd-osd_v0_0175_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
158,m2063-osd-osd_v0_0175_t4::L3_online_gru,m2063-osd-osd_v0_0175_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
159,m2063-osd-osd_v0_0175_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0175_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
160,m2063-osd-osd_v0_0176_t4::L0_current_masked,m2063-osd-osd_v0_0176_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
161,m2063-osd-osd_v0_0176_t4::L1_one_step,m2063-osd-osd_v0_0176_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
162,m2063-osd-osd_v0_0176_t4::L2_window_50,m2063-osd-osd_v0_0176_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
163,m2063-osd-osd_v0_0176_t4::L3_online_gru,m2063-osd-osd_v0_0176_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
164,m2063-osd-osd_v0_0176_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0176_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
165,m2063-osd-osd_v0_0177_t4::L0_current_masked,m2063-osd-osd_v0_0177_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
166,m2063-osd-osd_v0_0177_t4::L1_one_step,m2063-osd-osd_v0_0177_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
167,m2063-osd-osd_v0_0177_t4::L2_window_50,m2063-osd-osd_v0_0177_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
168,m2063-osd-osd_v0_0177_t4::L3_online_gru,m2063-osd-osd_v0_0177_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
169,m2063-osd-osd_v0_0177_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0177_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
170,m2063-osd-osd_v0_0178_t4::L0_current_masked,m2063-osd-osd_v0_0178_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
171,m2063-osd-osd_v0_0178_t4::L1_one_step,m2063-osd-osd_v0_0178_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
172,m2063-osd-osd_v0_0178_t4::L2_window_50,m2063-osd-osd_v0_0178_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
173,m2063-osd-osd_v0_0178_t4::L3_online_gru,m2063-osd-osd_v0_0178_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
174,m2063-osd-osd_v0_0178_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0178_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
175,m2063-osd-osd_v0_0179_t4::L0_current_masked,m2063-osd-osd_v0_0179_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
176,m2063-osd-osd_v0_0179_t4::L1_one_step,m2063-osd-osd_v0_0179_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
177,m2063-osd-osd_v0_0179_t4::L2_window_50,m2063-osd-osd_v0_0179_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
178,m2063-osd-osd_v0_0179_t4::L3_online_gru,m2063-osd-osd_v0_0179_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
179,m2063-osd-osd_v0_0179_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0179_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
180,m2063-osd-osd_v0_0180_t4::L0_current_masked,m2063-osd-osd_v0_0180_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
181,m2063-osd-osd_v0_0180_t4::L1_one_step,m2063-osd-osd_v0_0180_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
182,m2063-osd-osd_v0_0180_t4::L2_window_50,m2063-osd-osd_v0_0180_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
183,m2063-osd-osd_v0_0180_t4::L3_online_gru,m2063-osd-osd_v0_0180_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
184,m2063-osd-osd_v0_0180_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0180_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
185,m2063-osd-osd_v0_0181_t4::L0_current_masked,m2063-osd-osd_v0_0181_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
186,m2063-osd-osd_v0_0181_t4::L1_one_step,m2063-osd-osd_v0_0181_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
187,m2063-osd-osd_v0_0181_t4::L2_window_50,m2063-osd-osd_v0_0181_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
188,m2063-osd-osd_v0_0181_t4::L3_online_gru,m2063-osd-osd_v0_0181_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
189,m2063-osd-osd_v0_0181_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0181_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
190,m2063-osd-osd_v0_0182_t4::L0_current_masked,m2063-osd-osd_v0_0182_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
191,m2063-osd-osd_v0_0182_t4::L1_one_step,m2063-osd-osd_v0_0182_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
192,m2063-osd-osd_v0_0182_t4::L2_window_50,m2063-osd-osd_v0_0182_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
193,m2063-osd-osd_v0_0182_t4::L3_online_gru,m2063-osd-osd_v0_0182_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
194,m2063-osd-osd_v0_0182_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0182_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
195,m2063-osd-osd_v0_0183_t4::L0_current_masked,m2063-osd-osd_v0_0183_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
196,m2063-osd-osd_v0_0183_t4::L1_one_step,m2063-osd-osd_v0_0183_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
197,m2063-osd-osd_v0_0183_t4::L2_window_50,m2063-osd-osd_v0_0183_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
198,m2063-osd-osd_v0_0183_t4::L3_online_gru,m2063-osd-osd_v0_0183_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
199,m2063-osd-osd_v0_0183_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0183_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
200,m2063-osd-osd_v0_0184_t4::L0_current_masked,m2063-osd-osd_v0_0184_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
201,m2063-osd-osd_v0_0184_t4::L1_one_step,m2063-osd-osd_v0_0184_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
202,m2063-osd-osd_v0_0184_t4::L2_window_50,m2063-osd-osd_v0_0184_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
203,m2063-osd-osd_v0_0184_t4::L3_online_gru,m2063-osd-osd_v0_0184_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
204,m2063-osd-osd_v0_0184_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0184_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
205,m2063-osd-osd_v0_0185_t4::L0_current_masked,m2063-osd-osd_v0_0185_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
206,m2063-osd-osd_v0_0185_t4::L1_one_step,m2063-osd-osd_v0_0185_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
207,m2063-osd-osd_v0_0185_t4::L2_window_50,m2063-osd-osd_v0_0185_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
208,m2063-osd-osd_v0_0185_t4::L3_online_gru,m2063-osd-osd_v0_0185_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
209,m2063-osd-osd_v0_0185_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0185_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
210,m2063-osd-osd_v0_0186_t4::L0_current_masked,m2063-osd-osd_v0_0186_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
211,m2063-osd-osd_v0_0186_t4::L1_one_step,m2063-osd-osd_v0_0186_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
212,m2063-osd-osd_v0_0186_t4::L2_window_50,m2063-osd-osd_v0_0186_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
213,m2063-osd-osd_v0_0186_t4::L3_online_gru,m2063-osd-osd_v0_0186_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
214,m2063-osd-osd_v0_0186_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0186_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
215,m2063-osd-osd_v0_0187_t4::L0_current_masked,m2063-osd-osd_v0_0187_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
216,m2063-osd-osd_v0_0187_t4::L1_one_step,m2063-osd-osd_v0_0187_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
217,m2063-osd-osd_v0_0187_t4::L2_window_50,m2063-osd-osd_v0_0187_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
218,m2063-osd-osd_v0_0187_t4::L3_online_gru,m2063-osd-osd_v0_0187_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
219,m2063-osd-osd_v0_0187_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0187_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
220,m2063-osd-osd_v0_0188_t4::L0_current_masked,m2063-osd-osd_v0_0188_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
221,m2063-osd-osd_v0_0188_t4::L1_one_step,m2063-osd-osd_v0_0188_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
222,m2063-osd-osd_v0_0188_t4::L2_window_50,m2063-osd-osd_v0_0188_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
223,m2063-osd-osd_v0_0188_t4::L3_online_gru,m2063-osd-osd_v0_0188_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
224,m2063-osd-osd_v0_0188_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0188_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
225,m2063-osd-osd_v0_0189_t4::L0_current_masked,m2063-osd-osd_v0_0189_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
226,m2063-osd-osd_v0_0189_t4::L1_one_step,m2063-osd-osd_v0_0189_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
227,m2063-osd-osd_v0_0189_t4::L2_window_50,m2063-osd-osd_v0_0189_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
228,m2063-osd-osd_v0_0189_t4::L3_online_gru,m2063-osd-osd_v0_0189_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
229,m2063-osd-osd_v0_0189_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0189_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
230,m2063-osd-osd_v0_0190_t4::L0_current_masked,m2063-osd-osd_v0_0190_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
231,m2063-osd-osd_v0_0190_t4::L1_one_step,m2063-osd-osd_v0_0190_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
232,m2063-osd-osd_v0_0190_t4::L2_window_50,m2063-osd-osd_v0_0190_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
233,m2063-osd-osd_v0_0190_t4::L3_online_gru,m2063-osd-osd_v0_0190_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
234,m2063-osd-osd_v0_0190_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0190_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
235,m2063-osd-osd_v0_0191_t4::L0_current_masked,m2063-osd-osd_v0_0191_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
236,m2063-osd-osd_v0_0191_t4::L1_one_step,m2063-osd-osd_v0_0191_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
237,m2063-osd-osd_v0_0191_t4::L2_window_50,m2063-osd-osd_v0_0191_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
238,m2063-osd-osd_v0_0191_t4::L3_online_gru,m2063-osd-osd_v0_0191_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
239,m2063-osd-osd_v0_0191_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0191_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
240,m2063-osd-osd_v0_0192_t4::L0_current_masked,m2063-osd-osd_v0_0192_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
241,m2063-osd-osd_v0_0192_t4::L1_one_step,m2063-osd-osd_v0_0192_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
242,m2063-osd-osd_v0_0192_t4::L2_window_50,m2063-osd-osd_v0_0192_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
243,m2063-osd-osd_v0_0192_t4::L3_online_gru,m2063-osd-osd_v0_0192_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
244,m2063-osd-osd_v0_0192_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0192_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
245,m2063-osd-osd_v0_0193_t4::L0_current_masked,m2063-osd-osd_v0_0193_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
246,m2063-osd-osd_v0_0193_t4::L1_one_step,m2063-osd-osd_v0_0193_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
247,m2063-osd-osd_v0_0193_t4::L2_window_50,m2063-osd-osd_v0_0193_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
248,m2063-osd-osd_v0_0193_t4::L3_online_gru,m2063-osd-osd_v0_0193_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
249,m2063-osd-osd_v0_0193_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0193_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
250,m2063-osd-osd_v0_0194_t4::L0_current_masked,m2063-osd-osd_v0_0194_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
251,m2063-osd-osd_v0_0194_t4::L1_one_step,m2063-osd-osd_v0_0194_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
252,m2063-osd-osd_v0_0194_t4::L2_window_50,m2063-osd-osd_v0_0194_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
253,m2063-osd-osd_v0_0194_t4::L3_online_gru,m2063-osd-osd_v0_0194_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
254,m2063-osd-osd_v0_0194_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0194_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
255,m2063-osd-osd_v0_0195_t4::L0_current_masked,m2063-osd-osd_v0_0195_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
256,m2063-osd-osd_v0_0195_t4::L1_one_step,m2063-osd-osd_v0_0195_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
257,m2063-osd-osd_v0_0195_t4::L2_window_50,m2063-osd-osd_v0_0195_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
258,m2063-osd-osd_v0_0195_t4::L3_online_gru,m2063-osd-osd_v0_0195_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
259,m2063-osd-osd_v0_0195_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0195_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
260,m2063-osd-osd_v0_0196_t4::L0_current_masked,m2063-osd-osd_v0_0196_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
261,m2063-osd-osd_v0_0196_t4::L1_one_step,m2063-osd-osd_v0_0196_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
262,m2063-osd-osd_v0_0196_t4::L2_window_50,m2063-osd-osd_v0_0196_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
263,m2063-osd-osd_v0_0196_t4::L3_online_gru,m2063-osd-osd_v0_0196_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
264,m2063-osd-osd_v0_0196_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0196_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
265,m2063-osd-osd_v0_0197_t4::L0_current_masked,m2063-osd-osd_v0_0197_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
266,m2063-osd-osd_v0_0197_t4::L1_one_step,m2063-osd-osd_v0_0197_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
267,m2063-osd-osd_v0_0197_t4::L2_window_50,m2063-osd-osd_v0_0197_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
268,m2063-osd-osd_v0_0197_t4::L3_online_gru,m2063-osd-osd_v0_0197_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
269,m2063-osd-osd_v0_0197_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0197_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
270,m2063-osd-osd_v0_0198_t4::L0_current_masked,m2063-osd-osd_v0_0198_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
271,m2063-osd-osd_v0_0198_t4::L1_one_step,m2063-osd-osd_v0_0198_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
272,m2063-osd-osd_v0_0198_t4::L2_window_50,m2063-osd-osd_v0_0198_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
273,m2063-osd-osd_v0_0198_t4::L3_online_gru,m2063-osd-osd_v0_0198_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
274,m2063-osd-osd_v0_0198_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0198_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
275,m2063-osd-osd_v0_0199_t4::L0_current_masked,m2063-osd-osd_v0_0199_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
276,m2063-osd-osd_v0_0199_t4::L1_one_step,m2063-osd-osd_v0_0199_t4,L1_one_step,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
277,m2063-osd-osd_v0_0199_t4::L2_window_50,m2063-osd-osd_v0_0199_t4,L2_window_50,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
278,m2063-osd-osd_v0_0199_t4::L3_online_gru,m2063-osd-osd_v0_0199_t4,L3_online_gru,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
279,m2063-osd-osd_v0_0199_t4::L3_reset_control_corrected,m2063-osd-osd_v0_0199_t4,L3_reset_control_corrected,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
280,m2063-osd-osd_v0_0200_t4::L0_current_masked,m2063-osd-osd_v0_0200_t4,L0_current_masked,source_role_semantics;parent_feasibility_tier_id;normalized_surface_variant;sampled_obstacle_label
