repair_candidate_id,repair_source_kind,repair_source_family,source_split,offtrack_repair_mode,recovery_corridor_profile,parent_candidate_source_id,parent_task_source_id,parent_profile_name,parent_feasibility_tier_id,parent_source_role_semantics,parent_surface_variant,parent_sampled_obstacle_label,candidate_source_id,source_v1_bounded_panel_spec_id,source_scenario_spec_id,source_role_semantics,profile_name,profile_group,speed_ref,mu,friction_step_enabled,friction_step_at,grid_cell_count,accepted_cell_count,source_support_status,accepted_distance_min,accepted_distance_max,accepted_half_width_min,accepted_half_width_max,dominant_label,post_obstacle_track_width,base_geometry_source,labels_enter_actor_input,v2_ranking_admissible_by_default,profile_specific_tuning,controller_family_ranking_claim_made,paper_level_claim_made,level3_self_id_claim_made,selection_index,selection_quota_name,selection_protocol_version,normalized_surface_variant,diagnostic_only_no_ranking_claim
otsr_v0_0077_success_stabilizer,success_stabilizer,821a241c400b858d,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_stable-aeb_steady_surface_v12_mu0p4,tqsr_exec_v0_0036_tqsr_v0_tier_c_boundary_near_miss_stable-aeb_steady_surface_v12_mu0p4,L0_current_masked,tier_c_boundary_near_miss,stable_aeb,steady_surface,aeb_feasible,otsr_v0_0077_success_stabilizer,otsr_v0_0077_success_stabilizer,otsr_v0_0077_success_stabilizer_scenario,stable_aeb,L0_current_masked,stable_aeb,12.0,0.4,False,0,35,35,supported,21.708333333333332,25.708333333333332,1.2999999999999998,1.5,aeb_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,39,success_stable_aeb_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0078_success_stabilizer,success_stabilizer,821a241c400b858d,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_stable-aeb_steady_surface_v12_mu0p4,tqsr_exec_v0_0036_tqsr_v0_tier_c_boundary_near_miss_stable-aeb_steady_surface_v12_mu0p4,L3_reset_control_corrected,tier_c_boundary_near_miss,stable_aeb,steady_surface,aeb_feasible,otsr_v0_0078_success_stabilizer,otsr_v0_0078_success_stabilizer,otsr_v0_0078_success_stabilizer_scenario,stable_aeb,L3_reset_control_corrected,stable_aeb,12.0,0.4,False,0,35,35,supported,23.708333333333332,27.708333333333332,1.2499999999999998,1.45,aeb_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,40,success_stable_aeb_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0103_success_stabilizer,success_stabilizer,ad8f0695592b46d2,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,tqsr_exec_v0_0027_tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,L3_online_gru,tier_b_feasible_emergency,stable_aes_only,post_friction_step,aes_feasible,otsr_v0_0103_success_stabilizer,otsr_v0_0103_success_stabilizer,otsr_v0_0103_success_stabilizer_scenario,stable_aes_only,L3_online_gru,stable_aes_only,12.0,0.4,True,20,35,25,supported,18.0,20.666666666666668,0.1,0.30000000000000004,aes_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,41,success_stable_aes_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0070_success_stabilizer,success_stabilizer,ad8f0695592b46d2,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,tqsr_exec_v0_0027_tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,L1_one_step,tier_b_feasible_emergency,stable_aes_only,post_friction_step,aes_feasible,otsr_v0_0070_success_stabilizer,otsr_v0_0070_success_stabilizer,otsr_v0_0070_success_stabilizer_scenario,stable_aes_only,L1_one_step,stable_aes_only,12.0,0.4,True,20,35,25,supported,18.0,20.666666666666668,0.1,0.30000000000000004,aes_feasible,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,42,success_stable_aes_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0101_success_stabilizer,success_stabilizer,ad8f0695592b46d2,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,tqsr_exec_v0_0027_tqsr_v0_tier_b_feasible_emergency_stable-aes-only_post_friction_step_v12_mu0p4,L0_current_masked,tier_b_feasible_emergency,stable_aes_only,post_friction_step,aes_feasible,otsr_v0_0101_success_stabilizer,otsr_v0_0101_success_stabilizer,otsr_v0_0101_success_stabilizer_scenario,stable_aes_only,L0_current_masked,stable_aes_only,12.0,0.4,True,20,35,10,supported,20.0,20.666666666666668,0.15,0.35,aeb_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,43,success_stable_aes_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0100_success_stabilizer,success_stabilizer,7e229208730af251,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_stable-aes-only_steady_surface_v18_mu0p8,tqsr_exec_v0_0025_tqsr_v0_tier_b_feasible_emergency_stable-aes-only_steady_surface_v18_mu0p8,L3_reset_control_corrected,tier_b_feasible_emergency,stable_aes_only,steady_surface,aes_feasible,otsr_v0_0100_success_stabilizer,otsr_v0_0100_success_stabilizer,otsr_v0_0100_success_stabilizer_scenario,stable_aes_only,L3_reset_control_corrected,stable_aes_only,18.0,0.8,False,0,35,25,supported,20.0,22.666666666666668,0.15,0.35,aes_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,44,success_stable_aes_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0067_success_stabilizer,success_stabilizer,7e229208730af251,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_stable-aes-only_steady_surface_v18_mu0p8,tqsr_exec_v0_0025_tqsr_v0_tier_b_feasible_emergency_stable-aes-only_steady_surface_v18_mu0p8,L3_online_gru,tier_b_feasible_emergency,stable_aes_only,steady_surface,aes_feasible,otsr_v0_0067_success_stabilizer,otsr_v0_0067_success_stabilizer,otsr_v0_0067_success_stabilizer_scenario,stable_aes_only,L3_online_gru,stable_aes_only,18.0,0.8,False,0,35,25,supported,20.0,22.666666666666668,0.1,0.30000000000000004,aes_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,45,success_stable_aes_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0091_success_stabilizer,success_stabilizer,7528b8d83dac12d6,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_d_handling_limit_drift_required_stable-aes-only_steady_surface_v12_mu0p4,tqsr_exec_v0_0057_tqsr_v0_tier_d_handling_limit_drift_required_stable-aes-only_steady_surface_v12_mu0p4,L0_current_masked,tier_d_handling_limit_drift_required,stable_aes_only,steady_surface,aes_feasible,otsr_v0_0091_success_stabilizer,otsr_v0_0091_success_stabilizer,otsr_v0_0091_success_stabilizer_scenario,stable_aes_only,L0_current_masked,stable_aes_only,12.0,0.4,False,0,35,15,supported,18.333333333333332,20.333333333333332,0.7,0.8999999999999999,aes_feasible,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,46,success_stable_aes_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0064_success_stabilizer,success_stabilizer,61188aef7fae9bf0,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_drift-required-recovery_post_friction_step_v12_mu0p25,tqsr_exec_v0_0018_tqsr_v0_tier_b_feasible_emergency_drift-required-recovery_post_friction_step_v12_mu0p25,L1_one_step,tier_b_feasible_emergency,drift_required_recovery,post_friction_step,drift_required,otsr_v0_0064_success_stabilizer,otsr_v0_0064_success_stabilizer,otsr_v0_0064_success_stabilizer_scenario,drift_required_recovery,L1_one_step,drift_required_recovery,12.0,0.25,True,20,35,35,supported,16.0,20.0,0.45000000000000007,0.65,drift_required,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,47,success_drift_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0096_success_stabilizer,success_stabilizer,61188aef7fae9bf0,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_drift-required-recovery_post_friction_step_v12_mu0p25,tqsr_exec_v0_0018_tqsr_v0_tier_b_feasible_emergency_drift-required-recovery_post_friction_step_v12_mu0p25,L1_one_step,tier_b_feasible_emergency,drift_required_recovery,post_friction_step,drift_required,otsr_v0_0096_success_stabilizer,otsr_v0_0096_success_stabilizer,otsr_v0_0096_success_stabilizer_scenario,drift_required_recovery,L1_one_step,drift_required_recovery,12.0,0.25,True,20,35,19,supported,20.0,22.666666666666668,0.45000000000000007,0.65,drift_required,6.5,m1928::parent_task_source_id,False,False,False,False,False,False,48,success_drift_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0076_success_stabilizer,success_stabilizer,8c3741265ef8a384,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_post_friction_step_v12_mu0p4,tqsr_exec_v0_0035_tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_post_friction_step_v12_mu0p4,L3_online_gru,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,drift_required,otsr_v0_0076_success_stabilizer,otsr_v0_0076_success_stabilizer,otsr_v0_0076_success_stabilizer_scenario,drift_required_recovery,L3_online_gru,drift_required_recovery,12.0,0.4,True,20,35,18,supported,17.75,19.75,0.9500000000000001,1.1500000000000001,drift_required,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,49,success_drift_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0107_success_stabilizer,success_stabilizer,8c3741265ef8a384,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_post_friction_step_v12_mu0p4,tqsr_exec_v0_0035_tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_post_friction_step_v12_mu0p4,L1_one_step,tier_c_boundary_near_miss,drift_required_recovery,post_friction_step,drift_required,otsr_v0_0107_success_stabilizer,otsr_v0_0107_success_stabilizer,otsr_v0_0107_success_stabilizer_scenario,drift_required_recovery,L1_one_step,drift_required_recovery,12.0,0.4,True,20,35,2,supported,19.75,19.75,1.05,1.1,aeb_feasible,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,50,success_drift_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0106_success_stabilizer,success_stabilizer,63ba6b24b4eff966,public_gate,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_steady_surface_v18_mu0p8,tqsr_exec_v0_0033_tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_steady_surface_v18_mu0p8,L3_online_gru,tier_c_boundary_near_miss,drift_required_recovery,steady_surface,drift_required,otsr_v0_0106_success_stabilizer,otsr_v0_0106_success_stabilizer,otsr_v0_0106_success_stabilizer_scenario,drift_required_recovery,L3_online_gru,drift_required_recovery,18.0,0.8,False,0,35,16,supported,19.708333333333332,21.708333333333332,1.0499999999999998,1.25,drift_required,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,51,success_drift_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0074_success_stabilizer,success_stabilizer,63ba6b24b4eff966,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_steady_surface_v18_mu0p8,tqsr_exec_v0_0033_tqsr_v0_tier_c_boundary_near_miss_drift-required-recovery_steady_surface_v18_mu0p8,L3_online_gru,tier_c_boundary_near_miss,drift_required_recovery,steady_surface,drift_required,otsr_v0_0074_success_stabilizer,otsr_v0_0074_success_stabilizer,otsr_v0_0074_success_stabilizer_scenario,drift_required_recovery,L3_online_gru,drift_required_recovery,18.0,0.8,False,0,35,2,supported,21.708333333333332,21.708333333333332,1.2,1.25,aeb_feasible,6.5,m1928::parent_task_source_id,False,False,False,False,False,False,52,success_drift_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0073_success_stabilizer,success_stabilizer,9c9667a0f91830f8,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,tqsr_exec_v0_0031_tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,L1_one_step,tier_b_feasible_emergency,unavoidable_mitigation,post_friction_step,unavoidable,otsr_v0_0073_success_stabilizer,otsr_v0_0073_success_stabilizer,otsr_v0_0073_success_stabilizer_scenario,unavoidable_mitigation,L1_one_step,unavoidable_mitigation,12.0,0.25,True,20,35,17,supported,16.0,18.0,1.0,1.2000000000000002,unavoidable,6.5,m1928::parent_task_source_id,False,False,False,False,False,False,53,success_unavoidable_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0094_success_stabilizer,success_stabilizer,1082861d99c8fa40,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L3_online_gru,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0094_success_stabilizer,otsr_v0_0094_success_stabilizer,otsr_v0_0094_success_stabilizer_scenario,unavoidable_mitigation,L3_online_gru,unavoidable_mitigation,18.0,0.8,False,0,35,17,supported,13.0,15.0,0.9999999999999999,1.2,drift_required,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,54,success_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0092_success_stabilizer,success_stabilizer,1082861d99c8fa40,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L0_current_masked,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0092_success_stabilizer,otsr_v0_0092_success_stabilizer,otsr_v0_0092_success_stabilizer_scenario,unavoidable_mitigation,L0_current_masked,unavoidable_mitigation,18.0,0.8,False,0,35,3,supported,15.0,15.0,1.15,1.25,drift_required,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,55,success_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0095_success_stabilizer,success_stabilizer,1082861d99c8fa40,public_debug,success_stabilizer_neighborhood,preserve_existing_success,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L3_reset_control_corrected,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0095_success_stabilizer,otsr_v0_0095_success_stabilizer,otsr_v0_0095_success_stabilizer_scenario,unavoidable_mitigation,L3_reset_control_corrected,unavoidable_mitigation,18.0,0.8,False,0,35,2,supported,15.0,15.0,1.15,1.2,drift_required,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,56,success_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0114_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_002,offtrack_boundary_relief_002,,,stable_aes_only,,,otsr_v0_0114_offtrack_boundary_relief,otsr_v0_0114_offtrack_boundary_relief,otsr_v0_0114_offtrack_boundary_relief_scenario,stable_aes_only,,stable_aes_only,18.0,0.4,False,0,77,77,supported,33.0,43.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.5,tier_role_surface_default,False,False,False,False,False,False,57,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0118_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_006,offtrack_boundary_relief_006,L1_one_step,,stable_aes_only,,,otsr_v0_0118_offtrack_boundary_relief,otsr_v0_0118_offtrack_boundary_relief,otsr_v0_0118_offtrack_boundary_relief_scenario,stable_aes_only,L1_one_step,stable_aes_only,18.0,0.4,False,0,77,77,supported,33.0,43.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.75,tier_role_surface_default,False,False,False,False,False,False,58,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0121_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_009,offtrack_boundary_relief_009,L2_window_100,,stable_aes_only,,,otsr_v0_0121_offtrack_boundary_relief,otsr_v0_0121_offtrack_boundary_relief,otsr_v0_0121_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_100,stable_aes_only,18.0,0.4,False,0,77,77,supported,31.0,41.0,0.6000000000000001,1.0,aes_feasible,7.0,tier_role_surface_default,False,False,False,False,False,False,59,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0127_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_015,offtrack_boundary_relief_015,L2_window_13,,stable_aes_only,,,otsr_v0_0127_offtrack_boundary_relief,otsr_v0_0127_offtrack_boundary_relief,otsr_v0_0127_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_13,stable_aes_only,18.0,0.4,False,0,77,77,supported,35.0,45.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.5,tier_role_surface_default,False,False,False,False,False,False,60,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0130_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_018,offtrack_boundary_relief_018,L2_window_13_current_tiled,,stable_aes_only,,,otsr_v0_0130_offtrack_boundary_relief,otsr_v0_0130_offtrack_boundary_relief,otsr_v0_0130_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_13_current_tiled,stable_aes_only,18.0,0.4,False,0,77,77,supported,33.0,43.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.75,tier_role_surface_default,False,False,False,False,False,False,61,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0133_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_021,offtrack_boundary_relief_021,L2_window_25,,stable_aes_only,,,otsr_v0_0133_offtrack_boundary_relief,otsr_v0_0133_offtrack_boundary_relief,otsr_v0_0133_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_25,stable_aes_only,18.0,0.4,False,0,77,77,supported,31.0,41.0,0.6000000000000001,1.0,aes_feasible,7.0,tier_role_surface_default,False,False,False,False,False,False,62,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0139_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_027,offtrack_boundary_relief_027,L2_window_50,,stable_aes_only,,,otsr_v0_0139_offtrack_boundary_relief,otsr_v0_0139_offtrack_boundary_relief,otsr_v0_0139_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_50,stable_aes_only,18.0,0.4,False,0,77,77,supported,35.0,45.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.5,tier_role_surface_default,False,False,False,False,False,False,63,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0142_offtrack_boundary_relief,offtrack_boundary_relief,9363261ff2a14cc4,public_gate,reduce_offtrack_saturation,offtrack_boundary_relief,offtrack_boundary_relief_030,offtrack_boundary_relief_030,L2_window_50_current_tiled,,stable_aes_only,,,otsr_v0_0142_offtrack_boundary_relief,otsr_v0_0142_offtrack_boundary_relief,otsr_v0_0142_offtrack_boundary_relief_scenario,stable_aes_only,L2_window_50_current_tiled,stable_aes_only,18.0,0.4,False,0,77,77,supported,33.0,43.0,0.49999999999999994,0.8999999999999999,aes_feasible,6.75,tier_role_surface_default,False,False,False,False,False,False,64,offtrack_relief_stable_aes,task_quality_calibrated_materialization_subset_v0,relief_surface_unspecified,True
otsr_v0_0158_mitigation_isolation_check,mitigation_isolation_check,ba53105d1a9dbe57,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_c_boundary_near_miss_unavoidable-mitigation_post_friction_step_v12_mu0p25,tqsr_exec_v0_0046_tqsr_v0_tier_c_boundary_near_miss_unavoidable-mitigation_post_friction_step_v12_mu0p25,L0_current_masked,tier_c_boundary_near_miss,unavoidable_mitigation,post_friction_step,unavoidable,otsr_v0_0158_mitigation_isolation_check,otsr_v0_0158_mitigation_isolation_check,otsr_v0_0158_mitigation_isolation_check_scenario,unavoidable_mitigation,L0_current_masked,unavoidable_mitigation,12.0,0.25,True,20,25,13,supported,15.791666666666664,17.791666666666664,0.9499999999999998,1.2499999999999998,unavoidable,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,65,mitigation_unavoidable_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0144_mitigation_isolation_check,mitigation_isolation_check,2b1a57918d46fb4c,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,tqsr_exec_v0_0031_tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,L1_one_step,tier_b_feasible_emergency,unavoidable_mitigation,post_friction_step,unavoidable,otsr_v0_0144_mitigation_isolation_check,otsr_v0_0144_mitigation_isolation_check,otsr_v0_0144_mitigation_isolation_check_scenario,unavoidable_mitigation,L1_one_step,unavoidable_mitigation,12.0,0.25,True,20,25,12,supported,16.0,18.0,0.9500000000000001,1.25,unavoidable,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,66,mitigation_unavoidable_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0157_mitigation_isolation_check,mitigation_isolation_check,2b1a57918d46fb4c,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,tqsr_exec_v0_0031_tqsr_v0_tier_b_feasible_emergency_unavoidable-mitigation_post_friction_step_v12_mu0p25,L1_one_step,tier_b_feasible_emergency,unavoidable_mitigation,post_friction_step,unavoidable,otsr_v0_0157_mitigation_isolation_check,otsr_v0_0157_mitigation_isolation_check,otsr_v0_0157_mitigation_isolation_check_scenario,unavoidable_mitigation,L1_one_step,unavoidable_mitigation,12.0,0.25,True,20,25,12,supported,16.0,18.0,0.9500000000000001,1.25,drift_required,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,67,mitigation_unavoidable_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0145_mitigation_isolation_check,mitigation_isolation_check,ba53105d1a9dbe57,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_c_boundary_near_miss_unavoidable-mitigation_post_friction_step_v12_mu0p25,tqsr_exec_v0_0046_tqsr_v0_tier_c_boundary_near_miss_unavoidable-mitigation_post_friction_step_v12_mu0p25,L0_current_masked,tier_c_boundary_near_miss,unavoidable_mitigation,post_friction_step,unavoidable,otsr_v0_0145_mitigation_isolation_check,otsr_v0_0145_mitigation_isolation_check,otsr_v0_0145_mitigation_isolation_check_scenario,unavoidable_mitigation,L0_current_masked,unavoidable_mitigation,12.0,0.25,True,20,25,3,supported,17.791666666666664,17.791666666666664,1.0999999999999999,1.2499999999999998,drift_required,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,68,mitigation_unavoidable_post,task_quality_calibrated_materialization_subset_v0,post_friction_step,True
otsr_v0_0146_mitigation_isolation_check,mitigation_isolation_check,fc9c54fb7b0919d9,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L0_current_masked,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0146_mitigation_isolation_check,otsr_v0_0146_mitigation_isolation_check,otsr_v0_0146_mitigation_isolation_check_scenario,unavoidable_mitigation,L0_current_masked,unavoidable_mitigation,18.0,0.8,False,0,25,13,supported,13.0,15.0,0.9999999999999999,1.2999999999999998,unavoidable,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,69,mitigation_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0148_mitigation_isolation_check,mitigation_isolation_check,fc9c54fb7b0919d9,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L3_online_gru,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0148_mitigation_isolation_check,otsr_v0_0148_mitigation_isolation_check,otsr_v0_0148_mitigation_isolation_check_scenario,unavoidable_mitigation,L3_online_gru,unavoidable_mitigation,18.0,0.8,False,0,25,13,supported,13.0,15.0,0.9999999999999999,1.2999999999999998,unavoidable,6.0,m1928::parent_task_source_id,False,False,False,False,False,False,70,mitigation_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
otsr_v0_0147_mitigation_isolation_check,mitigation_isolation_check,fc9c54fb7b0919d9,public_gate,isolate_mitigation_not_success_ranking,mitigation_isolation,tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,tqsr_exec_v0_0061_tqsr_v0_tier_d_handling_limit_drift_required_unavoidable-mitigation_steady_surface_v18_mu0p8,L1_one_step,tier_d_handling_limit_drift_required,unavoidable_mitigation,steady_surface,unavoidable,otsr_v0_0147_mitigation_isolation_check,otsr_v0_0147_mitigation_isolation_check,otsr_v0_0147_mitigation_isolation_check_scenario,unavoidable_mitigation,L1_one_step,unavoidable_mitigation,18.0,0.8,False,0,25,3,supported,15.0,15.0,1.15,1.2999999999999998,drift_required,6.25,m1928::parent_task_source_id,False,False,False,False,False,False,71,mitigation_unavoidable_steady,task_quality_calibrated_materialization_subset_v0,steady_surface,True
