candidate,alpha,weighted_total_loss,weighted_normal_sequence_nll,weighted_temporal_preference_loss,weighted_base_logp_anchor,weighted_logp_gap_mean,temporal_logp_gap_p10,temporal_logp_gap_p50,temporal_logp_gap_p90,candidate_action_l2_mean,candidate_action_l2_max,total_loss_improvement,normal_nll_regression,pref_loss_regression,gap_regression,gap_p10_regression,total_loss_pass,normal_nll_pass,pref_loss_pass,gap_pass,gap_p10_pass,action_mean_pass,action_max_pass,exact_gate_pass,rank,source_label,source_checkpoint,candidate_label,checkpoint,actor_inputs_changed,changed_parameter_count,changed_parameter_names,exact_m297_loss,exact_m270_loss,exact_m297_delta_vs_base,exact_m270_delta_vs_base,exact_m297_no_regression,exact_m270_no_regression,m297_m270_exact_pass,movement_retained_pass,base_m297_loss,base_m270_loss,eligible_for_first_replay
m1031_base_row16x4_s40_a0_4,0.4,-0.8830170711223072,-1.3728597328565295,0.48984265729807236,1.774460018560777e-08,0.6464567592656053,0.05561290681362152,0.4252561032772064,1.7494416236877441,0.004812191934436536,0.005751959979534149,0.0016042226213189847,0.0001541282818176004,-0.001758355339286477,-0.006350522422476801,-0.0016314983367919852,True,True,True,True,True,True,True,True,21,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a0_4,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a0_4.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890450716018677,0.6775778532028198,-5.3763389587402344e-05,-3.4570693969726562e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_base_row16x4_s40_a0_45,0.45,-0.8829663097014459,-1.3728284025760158,0.48986208609153753,2.7132129818125777e-08,0.6463843907187621,0.05561784282326698,0.4252687990665436,1.7493118047714233,0.005353159087804716,0.006457570940256119,0.0015534612004576287,0.00018545856233131985,-0.0017389265458213066,-0.006278153875633574,-0.0016364343464374473,True,True,True,True,True,True,True,True,22,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a0_45,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a0_45.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890383958816528,0.6775776147842407,-6.0439109802246094e-05,-3.6954879760742188e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_base_row16x4_s40_a0_5,0.5,-0.882912171825008,-1.3727937728991204,0.48988159111876084,3.9821406061811594e-08,0.6463117540941007,0.05562295392155647,0.42528170347213745,1.7491813898086548,0.005896500120960948,0.007163302507251501,0.0014993233240198078,0.00022008823922670118,-0.0017194215185979966,-0.006205517250972181,-0.001641545444726937,True,True,True,True,True,True,True,True,23,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a0_5,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a0_5.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890318393707275,0.6775773167610168,-6.699562072753906e-05,-3.993511199951172e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_base_row16x4_s40_a0_6,0.6,-0.8827941933331455,-1.3727147297636544,0.489920516962623,7.787154338630564e-08,0.6461667974528591,0.05563363805413246,0.42530858516693115,1.7489218711853027,0.006988089132662979,0.008575106039643288,0.0013813448321572386,0.0002991313746927293,-0.0016804956747358268,-0.006060560609730592,-0.0016522295773029258,True,True,True,True,True,True,True,True,24,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a0_6,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a0_6.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.189018726348877,0.6775766611099243,-8.0108642578125e-05,-4.649162292480469e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_base_row16x4_s40_a0_75,0.75,-0.8825926085929269,-1.3725713927961731,0.48997873941922543,1.7913608338926549e-07,0.6459500600082884,0.05565086007118225,0.42535141110420227,1.7485357522964478,0.008633395333304953,0.01069470401853323,0.001179760091938653,0.000442468342173985,-0.0016222732181334076,-0.005843823165159856,-0.0016694515943527152,True,True,True,True,True,True,True,True,25,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a0_75,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a0_75.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1889991760253906,0.6775758266448975,-9.965896606445312e-05,-5.4836273193359375e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_base_row16x4_s40_a1,1.0,-0.8821914191154622,-1.3722667509544977,0.4900751987201757,5.324754390943185e-07,0.645590965764468,0.05568252503871918,0.4254301190376282,1.7478998899459839,0.011386549503139156,0.014228580519557,0.0007785706144739502,0.000747110183849431,-0.0015258139171831497,-0.0054847289213394435,-0.0017011165618896415,False,True,True,True,True,True,True,False,26,base_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/base_row16x4_s40/candidate_checkpoint.pt,m1031_base_row16x4_s40_a1,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_base_row16x4_s40_a1.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.188967227935791,0.677574872970581,-0.0001316070556640625,-6.4373016357421875e-06,True,True,True,True,1.189098834991455,0.6775813102722168,False
m1031_line_row16x4_s40_a0_05,0.05,-0.8832819875417284,-1.3729870269272155,0.4897050393788882,2.6395769323470728e-11,0.6469692282070415,0.05558246746659279,0.4251788258552551,1.7503684759140015,0.001314569201807987,0.002061518607661128,0.0018691390407401531,2.6834211131587793e-05,-0.001895973258470629,-0.006862991363912996,-0.001601058989763253,True,True,True,True,True,True,True,True,27,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_05,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_05.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890920400619507,0.677580714225769,-6.794929504394531e-06,-5.960464477539062e-07,True,True,True,False,1.189098834991455,0.6775813102722168,False
m1031_line_row16x4_s40_a0_1,0.1,-0.8832539899788937,-1.3729787345591586,0.489724744534616,1.8259579758328477e-10,0.6468958190461306,0.05558641999959946,0.4251888692378998,1.7502351999282837,0.00172839305611426,0.002224719850346446,0.0018411414779054835,3.5126579188471396e-05,-0.0018762681027428285,-0.006789582203002076,-0.001605011522769921,True,True,True,True,True,True,True,True,28,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_1,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_1.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890852451324463,0.6775803565979004,-1.3589859008789062e-05,-9.5367431640625e-07,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_15,0.15,-0.8832226056722992,-1.372967109183846,0.48974450335256325,6.359345238067592e-10,0.6468222704839582,0.05559040606021881,0.4251990020275116,1.7501015663146973,0.0021983551194583216,0.002519917208701372,0.0018097571713109328,4.675195450110081e-05,-0.0018565092847955822,-0.006716033640829733,-0.0016089975833892753,True,True,True,True,True,True,True,True,29,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_15,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_15.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890785694122314,0.6775798797607422,-2.0265579223632812e-05,-1.430511474609375e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_2,0.2,-0.8831880062073855,-1.3729521839559398,0.4897641773439078,1.6185857227359688e-09,0.6467490003323176,0.05559457093477249,0.4252096116542816,1.7499687671661377,0.0026979879526069766,0.003076728666201234,0.0017751577063972457,6.167718240734921e-05,-0.0018368352934510224,-0.00664276348918913,-0.0016131624579429557,True,True,True,True,True,True,True,True,30,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_2,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_2.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890716552734375,0.677579402923584,-2.7179718017578125e-05,-1.9073486328125e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_25,0.25,-0.8831502051617581,-1.3729340123881437,0.4897838063706629,3.4228907212333315e-09,0.6466758978412556,0.05559893697500229,0.4252207279205322,1.749836802482605,0.003214391481117519,0.003713209880515933,0.0017373566607699065,7.984875020339288e-05,-0.0018172062666959587,-0.006569660998127058,-0.001617528498172753,True,True,True,True,True,True,True,True,31,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_25,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_25.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890649795532227,0.6775791049003601,-3.3855438232421875e-05,-2.205371856689453e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_3,0.3,-0.883109110428233,-1.3729125383157006,0.4898034262832994,6.416672387610056e-09,0.646602830363089,0.05560344457626343,0.4252323508262634,1.7497049570083618,0.0037411044893513115,0.004354595206677914,0.0016962619272448132,0.00010132282264652126,-0.0017975863540594106,-0.0064965935199604585,-0.001622036099433892,True,True,True,True,True,True,True,True,32,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_3,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_3.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890583038330078,0.6775786876678467,-4.0531158447265625e-05,-2.6226043701171875e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_35,0.35,-0.8830647630050573,-1.3728877843389928,0.489823018578058,1.1023510137606103e-08,0.6465298573243325,0.05560809373855591,0.4252440631389618,1.7495731115341187,0.004274348286553572,0.005046819802373648,0.0016519145040690963,0.00012607679935427996,-0.001777994059300847,-0.00642362048120404,-0.0016266852617263725,True,True,True,True,True,True,True,True,33,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_35,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_35.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.189051628112793,0.6775782704353333,-4.7206878662109375e-05,-3.039836883544922e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_4,0.4,-0.8830170711223072,-1.3728597328565295,0.48984265729807236,1.774460018560777e-08,0.6464567592656053,0.05561290681362152,0.4252561032772064,1.7494416236877441,0.004812191934436536,0.005751959979534149,0.0016042226213189847,0.0001541282818176004,-0.001758355339286477,-0.006350522422476801,-0.0016314983367919852,True,True,True,True,True,True,True,True,34,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_4,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_4.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890450716018677,0.6775778532028198,-5.3763389587402344e-05,-3.4570693969726562e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_45,0.45,-0.8829663097014459,-1.3728284025760158,0.48986208609153753,2.7132129818125777e-08,0.6463843907187621,0.05561784282326698,0.4252687990665436,1.7493118047714233,0.005353159087804716,0.006457570940256119,0.0015534612004576287,0.00018545856233131985,-0.0017389265458213066,-0.006278153875633574,-0.0016364343464374473,True,True,True,True,True,True,True,True,35,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_45,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_45.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890383958816528,0.6775776147842407,-6.0439109802246094e-05,-3.6954879760742188e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_5,0.5,-0.882912171825008,-1.3727937728991204,0.48988159111876084,3.9821406061811594e-08,0.6463117540941007,0.05562295392155647,0.42528170347213745,1.7491813898086548,0.005896500120960948,0.007163302507251501,0.0014993233240198078,0.00022008823922670118,-0.0017194215185979966,-0.006205517250972181,-0.001641545444726937,True,True,True,True,True,True,True,True,36,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_5,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_5.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1890318393707275,0.6775773167610168,-6.699562072753906e-05,-3.993511199951172e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_6,0.6,-0.8827941933331455,-1.3727147297636544,0.489920516962623,7.787154338630564e-08,0.6461667974528591,0.05563363805413246,0.42530858516693115,1.7489218711853027,0.006988089132662979,0.008575106039643288,0.0013813448321572386,0.0002991313746927293,-0.0016804956747358268,-0.006060560609730592,-0.0016522295773029258,True,True,True,True,True,True,True,True,37,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_6,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_6.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.189018726348877,0.6775766611099243,-8.0108642578125e-05,-4.649162292480469e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a0_75,0.75,-0.8825926085929269,-1.3725713927961731,0.48997873941922543,1.7913608338926549e-07,0.6459500600082884,0.05565086007118225,0.42535141110420227,1.7485357522964478,0.008633395333304953,0.01069470401853323,0.001179760091938653,0.000442468342173985,-0.0016222732181334076,-0.005843823165159856,-0.0016694515943527152,True,True,True,True,True,True,True,True,38,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a0_75,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a0_75.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.1889991760253906,0.6775758266448975,-9.965896606445312e-05,-5.4836273193359375e-06,True,True,True,True,1.189098834991455,0.6775813102722168,True
m1031_line_row16x4_s40_a1,1.0,-0.8821914191154622,-1.3722667509544977,0.4900751987201757,5.324754390943185e-07,0.645590965764468,0.05568252503871918,0.4254301190376282,1.7478998899459839,0.011386549503139156,0.014228580519557,0.0007785706144739502,0.000747110183849431,-0.0015258139171831497,-0.0054847289213394435,-0.0017011165618896415,False,True,True,True,True,True,True,False,39,line_row16x4_s40,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/exact_repair/line_row16x4_s40/candidate_checkpoint.pt,m1031_line_row16x4_s40_a1,runs/m1038_candidate_b_combined_active_set_repair_projection_probe/temporal_projection/checkpoints/m1031_line_row16x4_s40_a1.pt,False,4,actor_mean.bias;actor_mean.weight;response_context_fusion.0.bias;response_context_fusion.0.weight,1.188967227935791,0.677574872970581,-0.0001316070556640625,-6.4373016357421875e-06,True,True,True,True,1.189098834991455,0.6775813102722168,False
