policy,obstacle_label,mu_bucket,mass_bucket,brake_bucket,steering_tau_bucket,episodes,return_mean,success_rate,termination_rate,lateral_rmse_mean,lateral_peak_mean,beta_abs_error_mean,beta_abs_peak_mean,high_sideslip_fraction_mean,speed_mean,action_rate_mean,collision_rate,obstacle_completion_rate,min_obstacle_clearance_mean,plan_horizon_mean,plan_action_rate_mean,mu_min,mu_max,obstacle_collision_radius_mean,min_clearance_margin_mean,min_clearance_margin_min
m290x64_a500,drift_required,medium,heavy,weak,slow,1,78.89298218423397,1.0,0.0,0.16263792643096994,0.24128362072330845,0.047153880672634645,0.13368923444534891,0.0,14.714642898610785,0.01590513065457344,0.0,1.0,1.736373835853408,1.0,,0.6983525561487404,0.6983525561487404,1.6599741796546992,0.07639965619870881,0.07639965619870881
m290x64_a500,drift_required,medium,heavy,strong,nominal,2,76.61069068198691,1.0,0.0,0.8313463812229134,1.799661208536211,0.1694269816786171,0.11548543261474813,0.0,12.814135707856153,0.019078212790191174,0.0,1.0,3.116356776981659,1.0,,0.6320421410615533,0.7920644401668309,1.7550936338805896,1.3612631431010698,0.6224935150968234
m290x64_a500,drift_required,medium,heavy,strong,slow,1,79.92971728401162,1.0,0.0,0.3531383235363778,0.7811599327694339,0.0956372547476773,0.10381255611952811,0.0,13.243655774864399,0.01825762167572975,0.0,1.0,2.623441583287853,1.0,,0.693508278743453,0.693508278743453,1.8541651058258188,0.769276477462034,0.769276477462034
m290x64_a500,drift_required,high,light,weak,nominal,1,76.27049599183596,1.0,0.0,0.8718845850707396,2.3967327521544846,0.2569265033180165,0.06155835915344291,0.0,11.669413058087333,0.019710110500454903,0.0,1.0,2.951256053265474,1.0,,1.1343545674698263,1.1343545674698263,1.777326913470966,1.1739291397945082,1.1739291397945082
m290x64_a500,drift_required,high,light,weak,slow,2,82.71874471397443,1.0,0.0,2.0589536235574877,4.814959465734162,0.14972686525624077,0.04549115683432858,0.0,12.16265002542072,0.02170538529753685,0.0,1.0,6.026806894131355,1.0,,0.950977398240298,1.0710698042720597,1.4088635068004915,4.617943387330864,3.6128384797305846
m290x64_a500,drift_required,high,light,strong,slow,3,73.48225444492175,1.0,0.0,1.8018294224761622,4.081288681943586,0.1885286348768087,0.06718172938252161,0.0,10.217831525019728,0.019480260089039803,0.0,1.0,4.8533177094777065,1.0,,0.8130812321303102,0.9693457896576536,1.6463381549635105,3.2069795545141955,1.8897508300218693
m290x64_a500,drift_required,high,nominal,weak,slow,1,89.01479791690394,1.0,0.0,0.6939293094403763,0.9588327281844613,0.23887018718723696,0.07204343060189246,0.0,13.593352144971899,0.021815907210111618,0.0,1.0,3.6163723215110273,1.0,,1.0088775535776806,1.0088775535776806,1.930732521404365,1.6856398001066624,1.6856398001066624
m290x64_a500,drift_required,high,nominal,strong,nominal,1,62.787608857691765,1.0,0.0,3.36531108343622,7.315129248815708,0.06241598138895802,0.08984957869102465,0.0,10.485676288354929,0.024969780817627907,0.0,1.0,7.430975492043999,1.0,,1.1165422124426494,1.1165422124426494,1.9340852542221487,5.496890237821851,5.496890237821851
m290x64_a500,drift_required,high,nominal,strong,slow,2,65.23065820621987,1.0,0.0,1.133869283589652,2.3379941978986807,0.16962538618691067,0.055686559985738904,0.0,12.47590274681971,0.025207222439348698,0.0,1.0,2.5542061383183787,1.0,,0.8604535779883853,0.912150348531007,1.6769088952972515,0.8772972430211271,0.772327325693801
m290x64_a500,drift_required,high,heavy,weak,nominal,1,80.96203548548762,1.0,0.0,2.072383113664165,5.3982713516544365,0.15012322264904718,0.02733302800768427,0.0,10.522625028766251,0.028714805841445923,0.0,1.0,5.117089253169479,1.0,,1.085039483798662,1.085039483798662,1.7084805989281389,3.4086086542413403,3.4086086542413403
m290x64_a500,drift_required,high,heavy,weak,slow,4,72.71316002278117,1.0,0.0,2.424700292002046,5.539705736787868,0.12881867899942845,0.06604784416922622,0.0,11.596218400328324,0.021854403894394636,0.0,1.0,6.643830012464197,1.0,,0.8000107606493485,0.9561451211359744,1.815043576377828,4.828786436086369,3.105145221935462
m290x64_a500,drift_required,high,heavy,nominal,slow,3,55.42763624992015,1.0,0.0,2.7572093406953115,6.027023541039682,0.19547626973643803,0.0434635121510756,0.0,11.300519399196538,0.026521505787968636,0.0,1.0,5.912070306238005,1.0,,1.0251712454894735,1.1395938985083103,1.7494537265923926,4.162616579645611,2.7982879547762396
m290x64_a500,drift_required,high,heavy,strong,fast,1,65.77132503941074,1.0,0.0,0.5903822461451492,1.2006376431931471,0.25395173650263325,0.08445095663016743,0.0,14.04956050750975,0.028519591316580772,0.0,1.0,2.7307687300907064,1.0,,0.97248075823433,0.97248075823433,1.7806630460987471,0.9501056839919593,0.9501056839919593
m290x64_a500,drift_required,high,heavy,strong,nominal,1,65.39741721396018,1.0,0.0,2.83421718950179,6.433473386201882,0.11465155383258137,0.03692480777226913,0.0,10.886032557162368,0.02185976691544056,0.0,1.0,6.2204092430939495,1.0,,1.0195134981449236,1.0195134981449236,1.8048891959142965,4.415520047179653,4.415520047179653
m290x64_a500,drift_required,high,heavy,strong,slow,3,59.897713397779775,1.0,0.0,1.9526610991880116,3.9070423815031816,0.08608166872146501,0.0644217013278892,0.0,12.578296073721376,0.023583844304084778,0.0,1.0,4.3545142209785945,1.0,,0.8628543068986263,0.9618700739329533,1.761468957495812,2.5930452634827827,0.9007053207458076
m290x64_a500,unavoidable,low,light,strong,slow,2,3.2328550609024127,0.0,1.0,0.7440921858873133,1.1646116223513872,0.20274651299476937,0.03414230268251839,0.0,11.708155466159079,0.027297697961330414,1.0,0.0,1.7650028947360035,1.0,,0.3696623316774903,0.37182495448151576,1.7780040557296275,-0.013001160993623917,-0.02212701487858859
m290x64_a500,unavoidable,low,heavy,weak,slow,1,6.306272214549672,0.0,1.0,0.26467414294920727,0.5687589846247931,0.21250395235936123,0.132777756357767,0.0,11.83702688278249,0.025767702609300613,1.0,0.0,1.8691434161722842,1.0,,0.4485116947744147,0.4485116947744147,1.9011317103480465,-0.03198829417576232,-0.03198829417576232
m290x64_a500,unavoidable,low,heavy,strong,nominal,1,77.91340095313814,1.0,0.0,0.2265169938475831,0.4258174296151296,0.22576123840087775,0.06254901374329111,0.0,13.754251216987496,0.015103032812476158,0.0,1.0,1.6297895713953208,1.0,,0.4005652540728336,0.4005652540728336,1.4521460615258805,0.17764350986944022,0.17764350986944022
m290x64_a500,unavoidable,medium,light,weak,slow,1,4.701654517615772,0.0,1.0,0.1995380469043743,0.3759129737652174,0.033206624546785295,0.02575189185152491,0.0,12.742080714732163,0.034073181450366974,1.0,0.0,1.5023782779206456,1.0,,0.5760389855741188,0.5760389855741188,1.6493736300610382,-0.1469953521403926,-0.1469953521403926
m290x64_a500,unavoidable,medium,light,nominal,slow,1,3.903296867391173,0.0,1.0,0.2634874248229999,0.3482647922215705,0.21795879272208257,0.040733248012662246,0.0,12.440674479947074,0.02838754467666149,1.0,0.0,1.764053746818979,1.0,,0.5418642261913483,0.5418642261913483,1.8915468586167115,-0.12749311179773248,-0.12749311179773248
m290x64_a500,unavoidable,medium,light,strong,slow,2,70.60168223869852,1.0,0.0,0.4423263234076118,0.8605170669465068,0.039944151710509954,0.047674452635011355,0.0,12.781657516410842,0.020923707634210587,0.0,1.0,1.7419531801721737,1.0,,0.5986074728388353,0.6437543719035683,1.5033215090089145,0.23863167116325923,0.07256702026399964
m290x64_a500,unavoidable,medium,nominal,nominal,slow,1,72.99303272109441,1.0,0.0,0.7259750490898129,1.3786913112183754,0.10713038708863158,0.03933389172257481,0.0,13.639509298470918,0.01780594512820244,0.0,1.0,2.3792049969623688,1.0,,0.5770900856089534,0.5770900856089534,1.8406673009095882,0.5385376960527806,0.5385376960527806
m290x64_a500,unavoidable,medium,heavy,nominal,slow,1,8.113557708411179,0.0,1.0,0.16840752365749267,0.3987474390962049,0.1310625185787973,0.06967605346824154,0.0,10.95903289821112,0.026504868641495705,1.0,0.0,1.5300137729480476,1.0,,0.7267525874444074,0.7267525874444074,1.5807994088468171,-0.0507856358987695,-0.0507856358987695
m290x64_a500,unavoidable,medium,heavy,strong,slow,4,58.67841025545291,0.75,0.25,0.4021749076647741,0.9356455901637695,0.11540771988067783,0.028204272298233437,0.0,12.524886346115647,0.020713684614747763,0.25,0.75,2.339061115307568,1.0,,0.4773991674187459,0.7811960657939303,1.7298681487228498,0.6091929665847184,-0.06477079255833673
m290x64_a500,unavoidable,high,light,strong,fast,1,13.431870444474207,0.0,1.0,0.4080868153613599,0.5031359414530101,0.26142269298710796,0.03393599374058935,0.0,13.094538603335414,0.023959463462233543,1.0,0.0,1.3499272759920906,1.0,,1.1266954544139025,1.1266954544139025,1.392455980424549,-0.042528704432458486,-0.042528704432458486
m290x64_a500,unavoidable,high,light,strong,nominal,1,75.78593850879031,1.0,0.0,0.7272328702523607,1.915937996083045,0.07693575877543353,0.08015366219670009,0.0,10.861391488050414,0.02599918469786644,0.0,1.0,2.4986026563103385,1.0,,1.0653269107097856,1.0653269107097856,1.9363009817083872,0.5623016746019514,0.5623016746019514
m290x64_a500,unavoidable,high,nominal,weak,slow,1,60.84707289628349,1.0,0.0,1.4234682861908896,3.039230907196327,0.05367969763354401,0.03767374881188477,0.0,12.430274387121992,0.024926092475652695,0.0,1.0,2.6807045154096456,1.0,,1.0715747723481348,1.0715747723481348,1.6774948394813016,1.003209675928344,1.003209675928344
m290x64_a500,unavoidable,high,heavy,weak,slow,3,27.307878695558617,0.3333333333333333,0.6666666666666666,0.7961026398177223,1.6422195926376588,0.1810580074882863,0.036352302073830126,0.0,11.741303020130525,0.027968409781654675,0.6666666666666666,0.3333333333333333,1.9900570628937995,1.0,,0.8135269996246313,1.1212414770341304,1.7286580439308556,0.26139901896294376,-0.04297351819101225
m290x64_a500,unavoidable,high,heavy,nominal,fast,1,61.92277186680029,1.0,0.0,1.2609853010956449,2.995805037763475,0.18568689389812118,0.035978577541288775,0.0,10.691720606759489,0.02776517905294895,0.0,1.0,2.469039220831294,1.0,,1.0293604851385483,1.0293604851385483,1.7978318185402666,0.6712074022910275,0.6712074022910275
m290x64_a500,unavoidable,high,heavy,nominal,slow,1,72.86063287956543,1.0,0.0,0.4069988953528984,1.1431878570312577,0.04218822783660541,0.03168305628007129,0.0,13.626646311512054,0.02281646803021431,0.0,1.0,2.417034887123385,1.0,,1.0161804563851007,1.0161804563851007,1.9706511280251635,0.4463837590982216,0.4463837590982216
m290x64_a500,unavoidable,high,heavy,strong,fast,2,71.9969020996897,1.0,0.0,0.967009845433138,2.4779249100687615,0.09271232237509719,0.032988553843079665,0.0,11.977028332729784,0.02557584084570408,0.0,1.0,2.9648576489207508,1.0,,0.8286570594132712,1.108580078639291,1.8961162765911395,1.0687413723296113,0.19313172936609035
m290x64_a500,unavoidable,high,heavy,strong,slow,1,76.32352665807666,1.0,0.0,0.6791244034436382,1.8726875386120412,0.1172173616337405,0.08286019890671226,0.0,10.810388698872432,0.020290585234761238,0.0,1.0,2.3119267856908228,1.0,,0.8610854962220438,0.8610854962220438,1.7449499605333707,0.5669768251574521,0.5669768251574521
m298pref_a020,aes_feasible,low,heavy,nominal,slow,1,110.11680755782047,1.0,0.0,0.7323506625191838,1.6549318106699076,0.3016807671089189,0.023510436951188696,0.0,10.254098330889644,0.005277858581393957,0.0,1.0,5.160435665090227,1.0,,0.3478806717182057,0.3478806717182057,1.447043562337953,3.713392102752274,3.713392102752274
m298pref_a020,aes_feasible,medium,light,weak,slow,1,87.4759603557453,1.0,0.0,1.4897093860435038,3.701359972276137,0.084488349608215,0.07066277005720369,0.0,10.193703747994007,0.017100051045417786,0.0,1.0,4.955316333647442,1.0,,0.6198971505698847,0.6198971505698847,1.4657179967808327,3.4895983368666093,3.4895983368666093
m298pref_a020,aes_feasible,medium,light,strong,fast,1,78.76580369534985,1.0,0.0,1.2608835913038703,2.134808011193087,0.10479703164674394,0.4330902049556239,0.09090909090909091,12.960697346639375,0.015522925183176994,0.0,1.0,4.42911156305065,1.0,,0.5199566484910332,0.5199566484910332,1.410649783395996,3.0184617796546545,3.0184617796546545
m298pref_a020,aes_feasible,medium,nominal,nominal,slow,1,69.68056516068329,1.0,0.0,2.4128970395012006,5.705959947432341,0.24980626726979197,0.07549590403521286,0.0,10.941295903039817,0.022782158106565475,0.0,1.0,6.621501064927604,1.0,,0.7806370971264489,0.7806370971264489,1.7185908481200007,4.902910216807603,4.902910216807603
m298pref_a020,aes_feasible,medium,heavy,weak,slow,1,100.6434413780472,1.0,0.0,0.874968011066991,2.579515047387403,0.16650092137781633,0.061109095532427674,0.0,12.30301022046431,0.0161411315202713,0.0,1.0,6.250843722854818,1.0,,0.7374008000351153,0.7374008000351153,1.9902178648499609,4.2606258580048575,4.2606258580048575
m298pref_a020,aes_feasible,medium,heavy,strong,slow,1,78.42001057336057,1.0,0.0,0.6922640783789937,1.6541389548338898,0.02005722418274508,0.05248100368681693,0.0,13.442616147358919,0.017343133687973022,0.0,1.0,3.3674787159133257,1.0,,0.6228393946127635,0.6228393946127635,1.443823486574028,1.9236552293392977,1.9236552293392977
m298pref_a020,aes_feasible,high,light,weak,slow,1,77.48801880616202,1.0,0.0,1.2065390901501638,2.824658115709461,0.30163075205906115,0.03575739665297563,0.0,15.155828594052913,0.019125210121273994,0.0,1.0,5.159208210316461,1.0,,1.1379160532600887,1.1379160532600887,1.8007872463729475,3.358420963943513,3.358420963943513
m298pref_a020,aes_feasible,high,nominal,strong,nominal,1,86.2563892138945,1.0,0.0,0.9829414229059273,2.839014413780859,0.28158078820761717,0.04881065924462561,0.0,13.173320496367888,0.019670842215418816,0.0,1.0,5.499433854651221,1.0,,1.037633890098579,1.037633890098579,1.3651667985169964,4.134267056134224,4.134267056134224
m298pref_a020,aes_feasible,high,heavy,strong,fast,1,67.3326752610235,1.0,0.0,2.750851711618687,6.116324490103288,0.07247632378861019,0.04698246988044526,0.0,11.71004099021706,0.018487142398953438,0.0,1.0,7.527650686409014,1.0,,0.853428613107043,0.853428613107043,1.412233548630767,6.1154171377782465,6.1154171377782465
m298pref_a020,drift_required,low,light,weak,slow,1,71.25175446999484,1.0,0.0,0.491419265581921,0.7110801135175677,0.20000329666598587,0.2195798260406013,0.0,12.43752401356656,0.028515182435512543,0.0,1.0,2.1739052085706345,1.0,,0.30950102375816546,0.30950102375816546,1.8912898127198137,0.28261539585082085,0.28261539585082085
m298pref_a020,drift_required,low,light,nominal,slow,1,107.71161142979233,1.0,0.0,0.2589085863410555,0.36006720914035384,0.10989919013433258,0.4251208926302112,0.0898876404494382,12.725279289042968,0.009437152184545994,0.0,1.0,3.8240158836752247,1.0,,0.36973108813488675,0.36973108813488675,1.4855585589278602,2.3384573247473646,2.3384573247473646
m298pref_a020,drift_required,low,light,strong,fast,1,45.19403604871388,1.0,0.0,0.383846907697902,0.83576474956309,0.6760405266238564,1.5707961721822337,0.6271186440677966,9.004442235780662,0.02268153242766857,0.0,1.0,2.413016293327125,1.0,,0.3687295625428752,0.3687295625428752,1.797556909592076,0.615459383735049,0.615459383735049
m298pref_a020,drift_required,low,nominal,weak,slow,1,66.27384264764692,1.0,0.0,0.9117288749336928,1.6849838481767847,0.2503746854028651,0.10275217607126022,0.0,13.29312927311989,0.024811575189232826,0.0,1.0,2.6533494965194904,1.0,,0.31051495306732924,0.31051495306732924,2.0292038627719555,0.6241456337475348,0.6241456337475348
m298pref_a020,drift_required,low,nominal,strong,slow,1,94.08082763946707,1.0,0.0,0.7409640442598451,0.8842633155255157,0.20919120581438327,0.0495862940969232,0.0,12.90572995872865,0.008845314383506775,0.0,1.0,3.0269504008458616,1.0,,0.3695574996613576,0.3695574996613576,1.771900495217066,1.2550499056287956,1.2550499056287956
m298pref_a020,drift_required,low,heavy,weak,slow,2,60.4308845469827,0.5,0.5,0.3491566326969016,0.702376425981182,0.19512975236531221,0.13353078313092606,0.0,13.99597564749747,0.018219972494989634,0.5,0.5,1.8165656520972313,1.0,,0.3080938175562572,0.3505865317559843,1.4713344349008528,0.3452312171963784,-0.029569698005341705
m298pref_a020,drift_required,medium,light,weak,slow,4,78.52036531340111,1.0,0.0,0.3235110530940033,0.5882059638837038,0.17843798893641877,0.029260921074698937,0.0,14.302582958361352,0.017901352141052485,0.0,1.0,2.593637790958028,1.0,,0.49530859641710645,0.6241080415627123,1.5794728960636124,1.0141648948944155,0.4528925723782331
m298pref_a020,drift_required,medium,light,nominal,slow,1,77.23438587437748,1.0,0.0,0.8070386598294769,1.9488392803542354,0.04257442339383296,0.04161472511746916,0.0,10.972135586068216,0.022012807428836823,0.0,1.0,2.8846591155601558,1.0,,0.6743618090100392,0.6743618090100392,1.3645207269542936,1.5201383886058621,1.5201383886058621
m298pref_a020,drift_required,medium,light,strong,nominal,1,76.90604957988896,1.0,0.0,0.7114198216213261,1.4998633239186319,0.17574117087906518,0.04937024971384478,0.0,13.661660111470626,0.020008517429232597,0.0,1.0,2.8683042973539044,1.0,,0.5978136663198397,0.5978136663198397,1.4714181207221866,1.3968861766317178,1.3968861766317178
m298pref_a020,drift_required,medium,light,strong,slow,3,96.78327167154055,1.0,0.0,0.45912086348299314,1.2449642909816536,0.15248280088778557,0.045017734029138695,0.0,11.556708668017867,0.014730707431832949,0.0,1.0,3.5659599280219427,1.0,,0.47640473981011805,0.7763286494349086,1.6508694230065553,1.9150905050153877,1.438583726140933
m298pref_a020,drift_required,medium,nominal,weak,nominal,1,65.56790483632457,1.0,0.0,0.622837411406642,1.5685397453121013,0.2931305757283498,0.02626148059229295,0.0,10.516133773788978,0.02256012335419655,0.0,1.0,2.0201486922222727,1.0,,0.6804324097662902,0.6804324097662902,1.4609533252776772,0.5591953669445955,0.5591953669445955
m298pref_a020,drift_required,medium,nominal,weak,slow,1,79.74257741958324,1.0,0.0,1.66103375517676,3.7540472587856897,0.19894820230477878,0.04618725821565874,0.0,10.850484753654081,0.01921209506690502,0.0,1.0,4.225743624841633,1.0,,0.7370294740550716,0.7370294740550716,1.9275293698951947,2.2982142549464384,2.2982142549464384
m298pref_a020,drift_required,medium,nominal,strong,slow,1,83.29935120341528,1.0,0.0,0.9042470520562772,1.9369131961205497,0.06468365660243001,0.16573684687751383,0.0,12.48197118050926,0.020877297967672348,0.0,1.0,3.5256398902031,1.0,,0.5083786824002648,0.5083786824002648,1.8076510728443016,1.7179888173587985,1.7179888173587985
m298pref_a020,drift_required,medium,heavy,weak,slow,1,78.91340276067093,1.0,0.0,0.1626375730817102,0.24129441081174008,0.04719524579706566,0.13403251607392322,0.0,14.716474325121915,0.015937011688947678,0.0,1.0,1.7361998357520994,1.0,,0.6983525561487404,0.6983525561487404,1.6599741796546992,0.07622565609740017,0.07622565609740017
m298pref_a020,drift_required,medium,heavy,strong,nominal,2,76.6183513597064,1.0,0.0,0.8314702424508407,1.7998804698150934,0.1694562650372164,0.1157795508962749,0.0,12.814746887429308,0.019107772037386894,0.0,1.0,3.116427853790954,1.0,,0.6320421410615533,0.7920644401668309,1.7550936338805896,1.3613342199103649,0.6225735378864696
m298pref_a020,drift_required,medium,heavy,strong,slow,1,79.93561331564887,1.0,0.0,0.3532098473552374,0.7815051291242838,0.09558764651238556,0.10395584798363458,0.0,13.244921889002073,0.018280457705259323,0.0,1.0,2.6234681291144533,1.0,,0.693508278743453,0.693508278743453,1.8541651058258188,0.7693030232886344,0.7693030232886344
m298pref_a020,drift_required,high,light,weak,nominal,1,76.28498675815081,1.0,0.0,0.8720655141069354,2.397268145243757,0.2569649988621616,0.061558338652033966,0.0,11.671787145072637,0.019716791808605194,0.0,1.0,2.950759507798599,1.0,,1.1343545674698263,1.1343545674698263,1.777326913470966,1.173432594327633,1.173432594327633
m298pref_a020,drift_required,high,light,weak,slow,2,82.7487951556246,1.0,0.0,2.058797740860186,4.814615670510779,0.14974467132233368,0.04566721222435324,0.0,12.165840200787915,0.02171432599425316,0.0,1.0,6.025258746498938,1.0,,0.950977398240298,1.0710698042720597,1.4088635068004915,4.616395239698447,3.612545607453901
m298pref_a020,drift_required,high,light,strong,slow,3,73.48117924721008,1.0,0.0,1.8024322636461274,4.08278674715164,0.18857298732997893,0.06711494598697003,0.0,10.220129358305481,0.019501353924473126,0.0,1.0,4.852989043867318,1.0,,0.8130812321303102,0.9693457896576536,1.6463381549635105,3.206650888903807,1.889476268603358
m298pref_a020,drift_required,high,nominal,weak,slow,1,89.0249102401844,1.0,0.0,0.6939405877274957,0.9588182485418599,0.238882336114333,0.07200060506558052,0.0,13.595728936279516,0.021872082725167274,0.0,1.0,3.615698845504911,1.0,,1.0088775535776806,1.0088775535776806,1.930732521404365,1.6849663241005461,1.6849663241005461
m298pref_a020,drift_required,high,nominal,strong,nominal,1,62.782280727945405,1.0,0.0,3.3663878443552866,7.318040579605501,0.062441930141385875,0.08974116874567688,0.0,10.488664552490052,0.025005057454109192,0.0,1.0,7.429809013138789,1.0,,1.1165422124426494,1.1165422124426494,1.9340852542221487,5.4957237589166406,5.4957237589166406
m298pref_a020,drift_required,high,nominal,strong,slow,2,65.23051513822124,1.0,0.0,1.1340114113415742,2.338384826636137,0.16963525575000382,0.05566844093954158,0.0,12.476947381110548,0.025239857845008373,0.0,1.0,2.5542639063834027,1.0,,0.8604535779883853,0.912150348531007,1.6769088952972515,0.8773550110861511,0.7724324858760272
m298pref_a020,drift_required,high,heavy,weak,nominal,1,80.97850079185167,1.0,0.0,2.072903879844638,5.40004231027995,0.15013793495287994,0.027301394279445994,0.0,10.525349166562249,0.02875223383307457,0.0,1.0,5.115591111476225,1.0,,1.085039483798662,1.085039483798662,1.7084805989281389,3.407110512548086,3.407110512548086
m298pref_a020,drift_required,high,heavy,weak,slow,4,72.72902185534679,1.0,0.0,2.425327107032342,5.541359357413276,0.1287770527620799,0.06612855350854205,0.0,11.5990201206967,0.02187226340174675,0.0,1.0,6.6428046191142265,1.0,,0.8000107606493485,0.9561451211359744,1.815043576377828,4.827761042736398,3.104519880795755
m298pref_a020,drift_required,high,heavy,nominal,slow,3,55.42267910259124,1.0,0.0,2.7576696177237765,6.028196616202659,0.19549088485489638,0.04345140644218879,0.0,11.30177043905533,0.02654913564523061,0.0,1.0,5.91194736637529,1.0,,1.0251712454894735,1.1395938985083103,1.7494537265923926,4.162493639782896,2.798223037717362
m298pref_a020,drift_required,high,heavy,strong,fast,1,65.78081282611852,1.0,0.0,0.5904650425852721,1.201014380649859,0.2538959460437165,0.0846053924952704,0.0,14.051449332570632,0.028544684872031212,0.0,1.0,2.7306483044854106,1.0,,0.97248075823433,0.97248075823433,1.7806630460987471,0.9499852583866635,0.9499852583866635
m298pref_a020,drift_required,high,heavy,strong,nominal,1,65.39904445449004,1.0,0.0,2.835035498578793,6.435778280647035,0.11471109455943157,0.03692480576284312,0.0,10.889093746825797,0.021885834634304047,0.0,1.0,6.219219874756716,1.0,,1.0195134981449236,1.0195134981449236,1.8048891959142965,4.414330678842419,4.414330678842419
m298pref_a020,drift_required,high,heavy,strong,slow,3,59.89927327564471,1.0,0.0,1.9529869202204926,3.9079142104725144,0.08607691205313905,0.06442170507809467,0.0,12.579798466274035,0.0236191072811683,0.0,1.0,4.354385323161307,1.0,,0.8628543068986263,0.9618700739329533,1.761468957495812,2.592916365665496,0.9007326022356477
m298pref_a020,unavoidable,low,light,strong,slow,2,3.230897443374822,0.0,1.0,0.7441551784817387,1.1647792501740213,0.2027579489085801,0.03414116037380123,0.0,11.708999162762856,0.027363845147192478,1.0,0.0,1.7648800833711316,1.0,,0.3696623316774903,0.37182495448151576,1.7780040557296275,-0.01312397235849605,-0.02217003900231962
m298pref_a020,unavoidable,low,heavy,weak,slow,1,6.310745541324842,0.0,1.0,0.2646949764644076,0.5688092339151609,0.2124808561363062,0.13286994713351008,0.0,11.837777104607428,0.025806376710534096,1.0,0.0,1.8688057698236984,1.0,,0.4485116947744147,0.4485116947744147,1.9011317103480465,-0.03232594052434812,-0.03232594052434812
m298pref_a020,unavoidable,low,heavy,strong,nominal,1,77.93658300085373,1.0,0.0,0.22648203085118912,0.42581742922690324,0.2256375234211171,0.06296815920316001,0.0,13.756242584922585,0.015113976784050465,0.0,1.0,1.6293678445404767,1.0,,0.4005652540728336,0.4005652540728336,1.4521460615258805,0.17722178301459612,0.17722178301459612
m298pref_a020,unavoidable,medium,light,weak,slow,1,4.707767246248011,0.0,1.0,0.1995331055377604,0.3758758653244527,0.03320731817527828,0.025746026306575118,0.0,12.743362805957961,0.034128040075302124,1.0,0.0,1.5017130298171328,1.0,,0.5760389855741188,0.5760389855741188,1.6493736300610382,-0.14766060024390537,-0.14766060024390537
m298pref_a020,unavoidable,medium,light,nominal,slow,1,3.9079079327997874,0.0,1.0,0.26348173075699227,0.34826485133895346,0.21794554442993622,0.04079055141571297,0.0,12.44159288593162,0.02844224125146866,1.0,0.0,1.763627977889658,1.0,,0.5418642261913483,0.5418642261913483,1.8915468586167115,-0.12791888072705349,-0.12791888072705349
m298pref_a020,unavoidable,medium,light,strong,slow,2,70.6069930653317,1.0,0.0,0.4424005013028337,0.8607576489496651,0.03994304491435077,0.04763672014433908,0.0,12.783716733922065,0.02095466759055853,0.0,1.0,1.7420116572486353,1.0,,0.5986074728388353,0.6437543719035683,1.5033215090089145,0.23869014823972068,0.07269493987301279
m298pref_a020,unavoidable,medium,nominal,nominal,slow,1,73.01963967546023,1.0,0.0,0.7259106288595222,1.3784727719738683,0.10702189249053011,0.03970860578805141,0.0,13.641900016399394,0.0178440660238266,0.0,1.0,2.378770703447219,1.0,,0.5770900856089534,0.5770900856089534,1.8406673009095882,0.5381034025376308,0.5381034025376308
m298pref_a020,unavoidable,medium,heavy,nominal,slow,1,8.115486698876946,0.0,1.0,0.1684391650560702,0.3988703906508917,0.1310684680304793,0.06967605012042778,0.0,10.959853779421497,0.026558689773082733,1.0,0.0,1.5297681223229633,1.0,,0.7267525874444074,0.7267525874444074,1.5807994088468171,-0.0510312865238538,-0.0510312865238538
m298pref_a020,unavoidable,medium,heavy,strong,slow,4,58.679248314586054,0.75,0.25,0.4022888492196147,0.9359351602253412,0.11539938117967273,0.028226493671494518,0.0,12.525687042613832,0.020765728782862425,0.25,0.75,2.3391091638888115,1.0,,0.4773991674187459,0.7811960657939303,1.7298681487228498,0.6092410151659622,-0.06498216609446561
m298pref_a020,unavoidable,high,light,strong,fast,1,13.430921327132857,0.0,1.0,0.40813047419004717,0.5031359400115605,0.26143471068599045,0.033915205816733,0.0,13.095894927269628,0.024006271734833717,1.0,0.0,1.3497755326189242,1.0,,1.1266954544139025,1.1266954544139025,1.392455980424549,-0.042680447805624855,-0.042680447805624855
m298pref_a020,unavoidable,high,light,strong,nominal,1,75.79058004932345,1.0,0.0,0.7275992477821955,1.9169274530142673,0.07696234311593952,0.07998709906843357,0.0,10.863899073324522,0.026006828993558884,0.0,1.0,2.498577003582762,1.0,,1.0653269107097856,1.0653269107097856,1.9363009817083872,0.562276021874375,0.562276021874375
m298pref_a020,unavoidable,high,nominal,weak,slow,1,60.87110872534933,1.0,0.0,1.4236777084394294,3.03967020163374,0.053621503260732846,0.03795543871264042,0.0,12.433242619555198,0.024954786524176598,0.0,1.0,2.6803348474906943,1.0,,1.0715747723481348,1.0715747723481348,1.6774948394813016,1.0028400080093927,1.0028400080093927
m298pref_a020,unavoidable,high,heavy,weak,slow,3,27.3203678410178,0.3333333333333333,0.6666666666666666,0.7962049764998818,1.642512423192026,0.18105321523242798,0.03633528271830552,0.0,11.743252059228213,0.028005193918943405,0.6666666666666666,0.3333333333333333,1.9896160925261352,1.0,,0.8135269996246313,1.1212414770341304,1.7286580439308556,0.2609580485952799,-0.04317909412049614
