policy,obstacle_label,mu_bucket,mass_bucket,brake_bucket,steering_tau_bucket,episodes,return_mean,success_rate,termination_rate,lateral_rmse_mean,lateral_peak_mean,beta_abs_error_mean,beta_abs_peak_mean,high_sideslip_fraction_mean,speed_mean,action_rate_mean,collision_rate,obstacle_completion_rate,min_obstacle_clearance_mean,plan_horizon_mean,plan_action_rate_mean,mu_min,mu_max,obstacle_collision_radius_mean,min_clearance_margin_mean,min_clearance_margin_min
m290x64_a500,aes_feasible,medium,light,weak,slow,1,87.47164192231611,1.0,0.0,1.4895750597372885,3.700957571189292,0.08446918016653772,0.07073388787622514,0.0,10.192379343739276,0.017078418284654617,0.0,1.0,4.955642221111804,1.0,,0.6198971505698847,0.6198971505698847,1.4657179967808327,3.489924224330971,3.489924224330971
m290x64_a500,aes_feasible,medium,light,strong,fast,1,78.76831082304372,1.0,0.0,1.2607354032474196,2.134604411635614,0.10476260924188618,0.4329220596308156,0.09090909090909091,12.960181381838918,0.015483420342206955,0.0,1.0,4.4289533472779,1.0,,0.5199566484910332,0.5199566484910332,1.410649783395996,3.018303563881904,3.018303563881904
m290x64_a500,aes_feasible,medium,nominal,nominal,slow,1,69.67701641636485,1.0,0.0,2.4124000660594453,5.7046172326240026,0.2498682226837117,0.07540361367238448,0.0,10.939512028913024,0.022765083238482475,0.0,1.0,6.622004519919298,1.0,,0.7806370971264489,0.7806370971264489,1.7185908481200007,4.9034136717992975,4.9034136717992975
m290x64_a500,aes_feasible,medium,heavy,weak,slow,1,100.62344054061056,1.0,0.0,0.874932853962648,2.5794010817015973,0.16652324035240396,0.06110910175418296,0.0,12.301007467478858,0.0161135271191597,0.0,1.0,6.251550218923325,1.0,,0.7374008000351153,0.7374008000351153,1.9902178648499609,4.261332354073364,4.261332354073364
m290x64_a500,aes_feasible,medium,heavy,strong,slow,1,78.40929433788843,1.0,0.0,0.6922139349069972,1.6539741746466774,0.020150957723686736,0.0524810059290193,0.0,13.44079427487022,0.017332959920167923,0.0,1.0,3.3677817767644536,1.0,,0.6228393946127635,0.6228393946127635,1.443823486574028,1.9239582901904255,1.9239582901904255
m290x64_a500,aes_feasible,high,light,weak,slow,1,77.46427933460285,1.0,0.0,1.2064207716138442,2.8243065790044426,0.3016480715602577,0.03565828176654458,0.0,15.15225569000886,0.019107770174741745,0.0,1.0,5.1598777726852365,1.0,,1.1379160532600887,1.1379160532600887,1.8007872463729475,3.359090526312289,3.359090526312289
m290x64_a500,aes_feasible,high,nominal,strong,nominal,1,86.23971328907076,1.0,0.0,0.982815711168208,2.8386532932363764,0.2815054099961234,0.04898814231972155,0.0,13.170245460618597,0.01962212659418583,0.0,1.0,5.500358502256118,1.0,,1.037633890098579,1.037633890098579,1.3651667985169964,4.135191703739121,4.135191703739121
m290x64_a500,aes_feasible,high,heavy,strong,fast,1,67.3394028201877,1.0,0.0,2.7501827563641945,6.114817129554723,0.07246134755414582,0.047023220787499063,0.0,11.708721311825316,0.018476372584700584,0.0,1.0,7.527517548914321,1.0,,0.853428613107043,0.853428613107043,1.412233548630767,6.115284000283554,6.115284000283554
m290x64_a500,drift_required,low,light,weak,slow,1,71.2296257009967,1.0,0.0,0.4914574911376693,0.7110801650254501,0.20011410075723324,0.21889987519248527,0.0,12.435217825545696,0.02846568450331688,0.0,1.0,2.174180043493847,1.0,,0.30950102375816546,0.30950102375816546,1.8912898127198137,0.2828902307740333,0.2828902307740333
m290x64_a500,drift_required,low,light,nominal,slow,1,107.71741579080425,1.0,0.0,0.2591342125966639,0.36036430245451356,0.10997670467920592,0.4257857044809548,0.0898876404494382,12.724822252863135,0.009403319098055363,0.0,1.0,3.8234335600581373,1.0,,0.36973108813488675,0.36973108813488675,1.4855585589278602,2.337875001130277,2.337875001130277
m290x64_a500,drift_required,low,light,strong,fast,1,45.20196483744472,1.0,0.0,0.3839694684645512,0.8361105349606319,0.6759929622236172,1.5707961721814394,0.6271186440677966,9.004359500970951,0.02267415262758732,0.0,1.0,2.41275603159315,1.0,,0.3687295625428752,0.3687295625428752,1.797556909592076,0.6151991220010742,0.6151991220010742
m290x64_a500,drift_required,low,nominal,weak,slow,1,66.25739959983805,1.0,0.0,0.9116761242846297,1.6849913915668822,0.25044278281766147,0.10233652772154517,0.0,13.290990239227012,0.024753181263804436,0.0,1.0,2.6535012742328328,1.0,,0.31051495306732924,0.31051495306732924,2.0292038627719555,0.6242974114608772,0.6242974114608772
m290x64_a500,drift_required,low,nominal,strong,slow,1,94.0909285442836,1.0,0.0,0.7411580723187012,0.8846495192556532,0.20905245736461991,0.04968996711050559,0.0,12.904829751622755,0.008799408562481403,0.0,1.0,3.026557711388877,1.0,,0.3695574996613576,0.3695574996613576,1.771900495217066,1.254657216171811,1.254657216171811
m290x64_a500,drift_required,low,heavy,weak,slow,2,60.405905817631194,0.5,0.5,0.34896889116656626,0.7017488488702774,0.1951828245156222,0.13313672209411476,0.0,13.994405207536253,0.01816749107092619,0.5,0.5,1.8170507408772165,1.0,,0.3080938175562572,0.3505865317559843,1.4713344349008528,0.3457163059763636,-0.028910432304787514
m290x64_a500,drift_required,medium,light,weak,slow,4,78.49495705185781,1.0,0.0,0.3236106755755328,0.5885366737414426,0.17856345742624374,0.028866636398680486,0.0,14.300332354245583,0.017866635229438543,0.0,1.0,2.593994924416969,1.0,,0.49530859641710645,0.6241080415627123,1.5794728960636124,1.014522028353357,0.45280675662020675
m290x64_a500,drift_required,medium,light,nominal,slow,1,77.2347439599536,1.0,0.0,0.8067973454970339,1.948169904064443,0.04255784088938206,0.041670576087331775,0.0,10.970733986539386,0.021984172984957695,0.0,1.0,2.884631903991049,1.0,,0.6743618090100392,0.6743618090100392,1.3645207269542936,1.5201111770367552,1.5201111770367552
m290x64_a500,drift_required,medium,light,strong,nominal,1,76.88439316579164,1.0,0.0,0.7114130905074055,1.499895035309713,0.1758207214639751,0.049155729721115454,0.0,13.659115709343045,0.019984181970357895,0.0,1.0,2.8685782989441875,1.0,,0.5978136663198397,0.5978136663198397,1.4714181207221866,1.397160178222001,1.397160178222001
m290x64_a500,drift_required,medium,light,strong,slow,3,97.0124427427234,1.0,0.0,0.4662578517915941,1.264302268807576,0.15242745447887632,0.04499110215280103,0.0,11.551080802217271,0.014693840717275938,0.0,1.0,3.565996579731266,1.0,,0.47640473981011805,0.7763286494349086,1.6508694230065553,1.9151271567247108,1.4377628012303956
m290x64_a500,drift_required,medium,nominal,weak,nominal,1,65.56270541455288,1.0,0.0,0.6226201535023226,1.5679785138584563,0.29309470136860793,0.0262752077191001,0.0,10.514395749188383,0.022545279935002327,0.0,1.0,2.0201715376999627,1.0,,0.6804324097662902,0.6804324097662902,1.4609533252776772,0.5592182124222855,0.5592182124222855
m290x64_a500,drift_required,medium,nominal,weak,slow,1,79.727774621094,1.0,0.0,1.6609265707994423,3.7537605073306253,0.19889893281739848,0.04624758604536186,0.0,10.848245734696878,0.01918015256524086,0.0,1.0,4.226290222688854,1.0,,0.7370294740550716,0.7370294740550716,1.9275293698951947,2.298760852793659,2.298760852793659
m290x64_a500,drift_required,medium,nominal,strong,slow,1,83.29237333331386,1.0,0.0,0.9041046504550839,1.9366607150826525,0.06466821548666796,0.16546602163962332,0.0,12.48155117245433,0.02084018848836422,0.0,1.0,3.525494589833179,1.0,,0.5083786824002648,0.5083786824002648,1.8076510728443016,1.7178435169888773,1.7178435169888773
