seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean
103930,checkpoint,78,False,True,0.9095120244460349,0.29109274888587483,1605.0704339721137,1.1069451268773198,1.203775700877041,-0.021340335492439966,1.2890831103071634,1.0585328079777718,0.6913671983125905,1.1346971513319948,1.1346971513319948,23,True,True,unavoidable,False,True,4.220447196339217,1.6666247872101954,2.5538224091290216,81.09298436737632,1.0396536457355938,1.1182131248328102,2.2923566708438727,0.19063084386619672,0.06860414651066325,0.0,13.818754250315777,0.006709118373692036,1,,,78,1.1182131248328102,0.19063084386619672,13.818754250315777,1.0396536457355938,0,,,,,0,,,,
103931,checkpoint,69,False,True,0.8241503666199002,0.34218199031906504,1285.9920174445424,0.8868910465134775,0.9118500829078389,-0.10095558922730441,0.7883829751982128,1.332813497542808,1.2379395401006854,2.793237902139527,2.793237902139527,23,True,True,unavoidable,False,True,2.6669791286194577,1.785386950375448,0.8815921782440097,74.76956593880469,1.083616897663836,0.9648693051108829,1.9875104453547223,0.155570590891056,0.034045226153642076,0.0,12.18486949021965,0.009337076917290688,1,,,69,0.9648693051108829,0.155570590891056,12.18486949021965,1.083616897663836,0,,,,,0,,,,
103932,checkpoint,66,False,True,0.9337292982213792,0.4219874840934274,1381.591844123769,0.9528219614646684,0.823940692908381,-0.013256331075643724,1.276066603085484,0.6698688167207597,0.9957551646055218,2.320953060051788,2.320953060051788,14,True,True,unavoidable,False,True,2.730521372776573,1.4655310161961874,1.2649903565803857,73.07916959152207,1.107260145326092,1.1600871289335295,2.8328680223217972,0.043309699232885766,0.09185936314810378,0.0,10.397971717123738,0.015834402292966843,1,,,66,1.1600871289335295,0.043309699232885766,10.397971717123738,1.107260145326092,0,,,,,0,,,,
103933,checkpoint,112,False,True,1.0113480193125999,0.47300418029438324,1372.0241285288366,0.946223536916439,1.14900478815704,-0.1382101054099969,1.0613815125624957,1.2622149752674126,0.7192951480573943,0.6378631368862825,0.6378631368862825,9,True,True,drift_required,False,True,6.765424617257291,1.9390456509089073,4.826378966348384,38.490011724629994,0.3436608189699107,4.001961631046646,8.122282641764286,0.021762506296058075,0.10080494789475203,0.0,9.814306013184838,0.013807990588247776,1,,,112,4.001961631046646,0.021762506296058075,9.814306013184838,0.3436608189699107,0,,,,,0,,,,
103934,checkpoint,74,False,True,0.7593489086717149,0.36283721058992796,1733.0748539943227,1.1952240372374638,0.9498842219569585,0.027804308178993375,1.103692213337515,0.726857051244623,0.6640238477578448,1.285878602709642,1.285878602709642,39,True,True,drift_required,False,True,2.95681865384406,1.6890759678231668,1.2677426860208931,80.90804310432532,1.093351933842234,0.9141317762955038,1.994122268852884,0.13758113475258404,0.032061712959539315,0.0,11.244947617432524,0.007830320857465267,1,,,74,0.9141317762955038,0.13758113475258404,11.244947617432524,1.093351933842234,0,,,,,0,,,,
103935,checkpoint,71,False,True,1.0741932233474778,0.4006877523461927,1332.7701544209185,0.9191518306351162,1.1319305011469443,-0.1331713861401278,1.0313429637852785,1.1817116889445003,1.142734592224914,2.5645252916877332,2.5645252916877332,8,True,True,unavoidable,False,True,3.998140780158095,2.0355217957804332,1.9626189843776616,75.87113947267181,1.0686075982066452,0.9959903667997734,2.4175967115417407,0.0365762330835027,0.06849875593177047,0.0,12.906826550320673,0.013796291314065456,1,,,71,0.9959903667997734,0.0365762330835027,12.906826550320673,1.0686075982066452,0,,,,,0,,,,
103936,checkpoint,39,True,False,0.3490491197829456,0.6357154686590544,1731.9796666117757,1.194468735594328,0.8250575873868311,-0.10306682475679652,1.2662060907873518,0.9564730880641636,1.082574859215745,2.2756079260439233,2.2756079260439233,28,True,True,unavoidable,True,False,1.8232877895511672,1.9524147372237342,-0.12912694767256694,6.813522627175352,0.1747057083891116,0.20451887288821496,0.43376365409982753,0.19850935890563826,0.06463516682258194,0.0,13.52832932420578,0.013717621564865112,1,,,39,0.20451887288821496,0.19850935890563826,13.52832932420578,0.1747057083891116,0,,,,,0,,,,
103937,checkpoint,64,False,True,0.6503077611268322,0.6722223713097786,1518.0344404986927,1.046920303792202,0.8388980916749592,-0.016286949442519738,1.0981581056712373,0.8483891008913348,1.234022146349906,2.3900311230216946,2.3900311230216946,22,True,True,drift_required,False,True,3.5897233344676276,1.6552690916340405,1.9344542428335871,71.03577908851229,1.1099340482580045,0.5009942534970021,0.9234704915326546,0.2702406052539491,0.02258043194177627,0.0,14.443349087110358,0.008286125026643276,1,,,64,0.5009942534970021,0.2702406052539491,14.443349087110358,1.1099340482580045,0,,,,,0,,,,
103938,checkpoint,68,False,True,0.4172063949635483,0.518412829725081,1534.9492616326077,1.0585856976776604,0.8526567985824924,-0.13096382586948807,1.1565485992204383,1.3168284275890214,0.9140721516310057,1.0269295149417734,1.0269295149417734,19,True,True,drift_required,False,True,2.1795465018835216,1.9661746265806666,0.21337187530285506,89.05266226541902,1.309597974491456,0.05684705290967489,0.15175461767563547,0.1299283365614154,0.5793420418227686,0.16176470588235295,13.284442545194537,0.011651906184852123,1,,,68,0.05684705290967489,0.1299283365614154,13.284442545194537,1.309597974491456,0,,,,,0,,,,
103939,checkpoint,71,False,True,0.5375767272499063,0.32926756455092343,1686.3765713652233,1.1630183250794643,1.0714370908379056,-0.05327932809694769,1.2571421485110092,1.1574471236113797,0.9939802090462031,1.12913664524013,1.12913664524013,9,True,True,drift_required,False,True,4.150943415932185,1.6719528465277933,2.478990569404392,78.49821389449849,1.1056086464013872,0.7659720811217202,1.399003212820979,0.23213259338644796,0.057341650929139495,0.0,14.43537114792743,0.0068652876652777195,1,,,71,0.7659720811217202,0.23213259338644796,14.43537114792743,1.1056086464013872,0,,,,,0,,,,
103940,checkpoint,112,False,True,0.9177325836277213,0.3434143396335733,1467.1225093629819,1.011808627146884,0.960943574306472,0.013178249995125402,1.0948497595208564,0.6868067925776689,1.243699600105098,2.0802556143416586,2.0802556143416586,24,True,True,drift_required,False,True,7.106525593761746,1.9448867442941316,5.161638849467614,49.52558458895593,0.4421927195442494,3.603306550722194,8.107961435377824,0.11976413081168073,0.07000624485086732,0.0,9.892445993839122,0.01249720063060522,1,,,112,3.603306550722194,0.11976413081168073,9.892445993839122,0.4421927195442494,0,,,,,0,,,,
103941,checkpoint,57,False,True,1.0956566630759565,0.46773450065314237,1405.3468861401036,0.9692047490621404,1.2178645187997232,-0.13637967094746584,0.6183575554918348,1.1994228549704316,1.2182125155726666,2.24006814318897,2.24006814318897,40,True,True,unavoidable,False,True,1.8583892757095068,1.8095650027128705,0.048824272996636386,67.37895225262777,1.1820868816250485,0.2209881277758569,0.6102726570913717,0.20446849046326931,0.030313179357557504,0.0,12.945167807802692,0.010941744782030582,1,,,57,0.2209881277758569,0.20446849046326931,12.945167807802692,1.1820868816250485,0,,,,,0,,,,
