policy,checkpoint,row_id,target,physical_pair_key,left_seed,right_seed,left_step,right_step,relocated_obstacle_body_x,relocated_obstacle_body_y,relocated_obstacle_half_width,normal_success,wrong_history_success,success_drop,normal_margin,wrong_history_margin,margin_gap,normal_collision,normal_terminal_reason,normal_obstacle_completed,normal_return,normal_steps,normal_first_steer,normal_first_throttle,normal_first_brake,normal_first_action_distance,normal_trajectory_distance_mean,wrong_history_collision,wrong_history_terminal_reason,wrong_history_obstacle_completed,wrong_history_return,wrong_history_steps,wrong_history_first_steer,wrong_history_first_throttle,wrong_history_first_brake,wrong_history_first_action_distance,wrong_history_trajectory_distance_mean
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,0,future_braking_deceleration,9530:9:9550:12,9530,9550,9,12,13.035217327256255,-0.0847744166897959,0.7198111645596686,True,False,True,0.009138281196801046,-0.0046152150206151266,0.013753496217416172,False,obstacle_completed,True,68.67935573278197,54,0.7093867063522339,-0.19194316864013672,0.0030793561600148678,0.0,0.0,True,collision,False,15.752241943880126,46,0.6894986629486084,-0.07961081713438034,0.07456061244010925,0.1346241533756256,0.053012777119874954
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,1,future_braking_deceleration,9530:9:9550:12,9530,9550,9,12,13.035217327256255,-0.0847744166897959,0.7248111645596687,True,False,True,0.004135487710790198,-0.009593500573972902,0.0137289882847631,False,obstacle_completed,True,68.68162261109657,54,0.7091709971427917,-0.191875159740448,0.0029775374568998814,0.0,0.0,True,collision,False,15.752929542529717,46,0.6893398761749268,-0.07959013432264328,0.07446074485778809,0.13457730412483215,0.05293017998337746
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,2,future_braking_deceleration,9542:9:9561:15,9542,9561,9,15,7.399501472509645,-0.7749604262484988,1.5592080113006737,True,False,True,0.010164182168205915,-0.0030411063841810915,0.013205288552387007,False,obstacle_completed,True,52.09206196099414,46,0.6921972036361694,-0.2088097631931305,0.014718613587319851,0.0,0.0,True,collision,False,-2.7088251512430936,30,0.6615720987319946,-0.05510232225060463,0.08575930446386337,0.172077476978302,0.0849212184548378
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,3,future_braking_deceleration,9542:9:9561:15,9542,9561,9,15,7.399501472509645,-0.7749604262484988,1.5642080113006736,True,False,True,0.005167186676566349,-0.008022632887020986,0.013189819563587335,False,obstacle_completed,True,52.0925135865748,46,0.6920004487037659,-0.208768829703331,0.01454886607825756,0.0,0.0,True,collision,False,-2.7089641914305957,30,0.6614667177200317,-0.05513996630907059,0.08565261214971542,0.17201708257198334,0.0848311334848404
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,4,future_braking_deceleration,9530:12:9550:15,9530,9550,12,15,12.189328595910816,-0.3418825389759741,0.7198111645596686,True,False,True,0.009379273405289545,-0.003550010902593659,0.012929284307883204,False,obstacle_completed,True,65.61770939576392,51,0.6978946924209595,-0.15919873118400574,0.01795979030430317,0.0,0.0,True,collision,False,12.667196275874865,43,0.6758248209953308,-0.04046008735895157,0.0891394168138504,0.1401873230934143,0.05457872524857521
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,5,future_braking_deceleration,9530:12:9550:15,9530,9550,12,15,12.189328595910816,-0.3418825389759741,0.7248111645596687,True,False,True,0.004380632768792525,-0.008526078429697659,0.012906711198490184,False,obstacle_completed,True,65.61958832562334,51,0.697685956954956,-0.15917375683784485,0.017838653177022934,0.0,0.0,True,collision,False,12.667594778028604,43,0.6756836175918579,-0.04051286727190018,0.08900847285985947,0.14010585844516754,0.054501887410879135
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,6,future_braking_deceleration,9530:15:9550:18,9530,9550,15,18,11.34091940523204,-0.5756059465564132,0.7198111645596686,True,False,True,0.00959000835372703,-0.002078999081434052,0.011669007435161083,False,obstacle_completed,True,62.526590391008284,48,0.6887003779411316,-0.1323799043893814,0.03014090470969677,0.0,0.0,True,collision,False,9.537923573090932,40,0.6668620705604553,-0.0187695249915123,0.0950084999203682,0.1326349675655365,0.05452687293291092
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,7,future_braking_deceleration,9530:15:9550:18,9530,9550,15,18,11.34091940523204,-0.5756059465564132,0.7248111645596687,True,False,True,0.004593857757923647,-0.007054758909563086,0.011648616667486733,False,obstacle_completed,True,62.528147422176644,48,0.6884997487068176,-0.13238970935344696,0.03000563569366932,0.0,0.0,True,collision,False,9.538119327528996,40,0.6667293310165405,-0.018867243081331253,0.0948629230260849,0.13254345953464508,0.054456450045108795
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,8,future_braking_deceleration,9530:18:9550:21,9530,9550,18,21,10.490433478548557,-0.7844394972556321,0.7248111645596687,True,False,True,0.004781658029173963,-0.005485638126053072,0.010267296155227035,False,obstacle_completed,True,59.41322009226963,45,0.6820879578590393,-0.10673604905605316,0.04292801395058632,0.0,0.0,True,collision,False,6.380380586322218,37,0.6599861979484558,0.0002564266324043274,0.10052570700645447,0.12350454181432724,0.05311783775687218
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,9,future_braking_deceleration,9530:15:9550:15,9530,9550,15,15,11.34091940523204,-0.5756059465564132,0.7248111645596687,True,False,True,0.004593857757923647,-0.00374879439529896,0.008342652153222607,False,obstacle_completed,True,62.528147422176644,48,0.6884997487068176,-0.13238970935344696,0.03000563569366932,0.0,0.0,True,collision,False,9.406087355314813,40,0.6758791208267212,-0.04892316833138466,0.08514345437288284,0.10082719475030899,0.04383426904678345
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,10,future_braking_deceleration,9530:12:9550:12,9530,9550,12,12,12.189328595910816,-0.3418825389759741,0.7248111645596687,True,False,True,0.004380632768792525,-0.003712321889157044,0.00809295465794957,False,obstacle_completed,True,65.61958832562334,51,0.697685956954956,-0.15917375683784485,0.017838653177022934,0.0,0.0,True,collision,False,12.47762649948687,43,0.6910440921783447,-0.09001709520816803,0.0702427327632904,0.08702266961336136,0.04076925292611122
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,11,future_braking_deceleration,9530:18:9550:18,9530,9550,18,18,10.490433478548557,-0.7844394972556321,0.7248111645596687,True,False,True,0.004781658029173963,-0.0031969912638487585,0.007978649293022722,False,obstacle_completed,True,59.41322009226963,45,0.6820879578590393,-0.10673604905605316,0.04292801395058632,0.0,0.0,True,collision,False,6.287328645845296,37,0.6658155918121338,-0.019031036645174026,0.0950217992067337,0.10329918563365936,0.04487146809697151
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,12,future_braking_deceleration,9537:24:9561:24,9537,9561,24,24,7.856103765020197,-1.4752937329444773,2.045810836570677,True,False,True,0.006804904787968802,-0.0009439924747387529,0.007748897262707555,False,obstacle_completed,True,51.27484066571479,44,0.6276102066040039,-0.10568322241306305,0.011547734029591084,0.0,0.0,True,collision,False,-4.476096281584141,29,0.6212489604949951,0.03755846992135048,0.08329137414693832,0.16033026576042175,0.09137190133333206
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,13,future_braking_deceleration,9530:9:9550:9,9530,9550,9,9,13.035217327256255,-0.0847744166897959,0.7248111645596687,True,False,True,0.004135487710790198,-0.0030353077810634232,0.007170795491853621,False,obstacle_completed,True,68.68162261109657,54,0.7091709971427917,-0.191875159740448,0.0029775374568998814,0.0,0.0,True,collision,False,15.495027551720757,46,0.7109250426292419,-0.14817409217357635,0.044181544333696365,0.060088519006967545,0.035585638135671616
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,14,future_yaw_response,9542:3:9549:3,9542,9549,3,3,8.756013623963511,-0.3649138498067223,1.5642080113006736,True,False,True,0.0025918491861949278,-0.004197614605455868,0.006789463791650796,False,obstacle_completed,True,58.530622609322656,52,0.7684841752052307,-0.46380725502967834,-0.10944525897502899,0.0,0.0,True,collision,False,3.537180297046419,36,0.7604936361312866,-0.44201743602752686,-0.09517969936132431,0.027242450043559074,0.026312317699193954
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,15,future_braking_deceleration,9530:21:9550:21,9530,9550,21,21,9.638639099091378,-0.9704428014249736,0.7248111645596687,True,False,True,0.004959566293727624,-0.0016227819285052902,0.006582348222232914,False,obstacle_completed,True,56.289508149965926,42,0.6774774193763733,-0.08499260991811752,0.0551924854516983,0.0,0.0,True,collision,False,3.1210500038056246,34,0.6591506600379944,-0.0074259391985833645,0.09622297435998917,0.08964350819587708,0.04127663001418114
m399_base,runs/ppo_m1044_combined_active_set_guarded_smoke_seed61044/checkpoint.pt,16,future_braking_deceleration,9530:6:9550:6,9530,9550,6,6,13.878408252030738,0.1906623350396081,0.7248111645596687,True,False,True,0.0038443733267763402,-0.0026530863598559495,0.00649745968663229,False,obstacle_completed,True,71.7544721451584,57,0.7204902768135071,-0.22377833724021912,-0.011600558646023273,0.0,0.0,True,collision,False,18.536207459794635,49,0.7258304357528687,-0.1985902637243271,0.01647375151515007,0.03809361159801483,0.029656141996383667
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,0,future_braking_deceleration,9530:9:9550:12,9530,9550,9,12,13.035217327256255,-0.0847744166897959,0.7198111645596686,True,False,True,0.009201273271584487,-0.0047037177215096815,0.013904990993094168,False,obstacle_completed,True,68.67649207132975,54,0.7098714709281921,-0.1928980052471161,0.002560703083872795,0.0,0.0,True,collision,False,15.755816866226247,46,0.6898231506347656,-0.08025209605693817,0.07423564791679382,0.13501234352588654,0.05351371690630913
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,1,future_braking_deceleration,9530:9:9550:12,9530,9550,9,12,13.035217327256255,-0.0847744166897959,0.7248111645596687,True,False,True,0.00419742761771813,-0.009682543521267739,0.01387997113898587,False,obstacle_completed,True,68.67881045981053,54,0.7096548676490784,-0.19282537698745728,0.0024617749731987715,0.0,0.0,True,collision,False,15.756521352190113,46,0.6896636486053467,-0.08022529631853104,0.07414022833108902,0.13496750593185425,0.05342884734272957
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,2,future_braking_deceleration,9542:9:9561:15,9542,9561,9,15,7.399501472509645,-0.7749604262484988,1.5592080113006737,True,False,True,0.010328199741333588,-0.0029507161556820982,0.013278915897015686,False,obstacle_completed,True,52.0897164441584,46,0.6928969025611877,-0.21036823093891144,0.014133126474916935,0.0,0.0,True,collision,False,-2.7092328500402374,30,0.6620608568191528,-0.05698738247156143,0.0850018635392189,0.17175251245498657,0.08523208647966385
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,3,future_braking_deceleration,9542:9:9561:15,9542,9561,9,15,7.399501472509645,-0.7749604262484988,1.5642080113006736,True,False,True,0.005330998667005815,-0.007932347511170779,0.013263346178176594,False,obstacle_completed,True,52.09017523956992,46,0.6926987171173096,-0.21032379567623138,0.013965372927486897,0.0,0.0,True,collision,False,-2.7093684053396387,30,0.6619535088539124,-0.057019688189029694,0.084898442029953,0.17169424891471863,0.08514109253883362
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,4,future_braking_deceleration,9530:12:9550:15,9530,9550,12,15,12.189328595910816,-0.3418825389759741,0.7198111645596686,True,False,True,0.009455108484847985,-0.0036315045728601003,0.013086613057708085,False,obstacle_completed,True,65.61495427754636,51,0.698395848274231,-0.16011454164981842,0.01748380996286869,0.0,0.0,True,collision,False,12.671083951192717,43,0.6759819388389587,-0.0405217669904232,0.08908762037754059,0.14118045568466187,0.055086247622966766
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,5,future_braking_deceleration,9530:12:9550:15,9530,9550,12,15,12.189328595910816,-0.3418825389759741,0.7248111645596687,True,False,True,0.004455599435962521,-0.008607986853952587,0.013063586289915108,False,obstacle_completed,True,65.61687653359577,51,0.6981860399246216,-0.16008469462394714,0.017365427687764168,0.0,0.0,True,collision,False,12.671494070056976,43,0.6758403182029724,-0.04056937247514725,0.088960662484169,0.1410996913909912,0.05500711873173714
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,6,future_braking_deceleration,9530:15:9550:18,9530,9550,15,18,11.34091940523204,-0.5756059465564132,0.7198111645596686,True,False,True,0.00968549024243126,-0.0021345078096972614,0.011819998052128522,False,obstacle_completed,True,62.52401871449896,48,0.6891498565673828,-0.13307498395442963,0.029794028028845787,0.0,0.0,True,collision,False,9.541741589705856,40,0.6668958067893982,-0.01839328184723854,0.0951317846775055,0.13385125994682312,0.05500618368387222
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,7,future_braking_deceleration,9530:15:9550:18,9530,9550,15,18,11.34091940523204,-0.5756059465564132,0.7248111645596687,True,False,True,0.004688630020855733,-0.007110551328271875,0.011799181349127608,False,obstacle_completed,True,62.52561179829288,48,0.688948392868042,-0.13308006525039673,0.029661523178219795,0.0,0.0,True,collision,False,9.541944065507277,40,0.6667630672454834,-0.018486740067601204,0.09498971700668335,0.13375945389270782,0.05493347719311714
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,8,future_braking_deceleration,9530:18:9550:21,9530,9550,18,21,10.490433478548557,-0.7844394972556321,0.7248111645596687,True,False,True,0.004902794548542477,-0.005500536028719916,0.010403330577262393,False,obstacle_completed,True,59.41087987471739,45,0.6824737787246704,-0.10717793554067612,0.04272685945034027,0.0,0.0,True,collision,False,6.383860600365374,37,0.6599339842796326,0.0008784306701272726,0.1007055789232254,0.12468260526657104,0.05354221910238266
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,9,future_braking_deceleration,9530:15:9550:15,9530,9550,15,15,11.34091940523204,-0.5756059465564132,0.7248111645596687,True,False,True,0.004688630020855733,-0.003755767262083154,0.008444397282938887,False,obstacle_completed,True,62.52561179829288,48,0.688948392868042,-0.13308006525039673,0.029661523178219795,0.0,0.0,True,collision,False,9.408018188563002,40,0.6760560870170593,-0.048997171223163605,0.0851067379117012,0.1015397310256958,0.04418798163533211
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,10,future_braking_deceleration,9530:12:9550:12,9530,9550,12,12,12.189328595910816,-0.3418825389759741,0.7248111645596687,True,False,True,0.004455599435962521,-0.0037234494126081596,0.00817904884857068,False,obstacle_completed,True,65.61687653359577,51,0.6981860399246216,-0.16008469462394714,0.017365427687764168,0.0,0.0,True,collision,False,12.47871219673383,43,0.6914188861846924,-0.09075739979743958,0.06988979876041412,0.08724034577608109,0.041089992970228195
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,11,future_braking_deceleration,9530:18:9550:18,9530,9550,18,18,10.490433478548557,-0.7844394972556321,0.7248111645596687,True,False,True,0.004902794548542477,-0.0031800246058037995,0.008082819154346277,False,obstacle_completed,True,59.41087987471739,45,0.6824737787246704,-0.10717793554067612,0.04272685945034027,0.0,0.0,True,collision,False,6.289588840040935,37,0.6658459305763245,-0.01864428073167801,0.09515458345413208,0.1042274460196495,0.04522141069173813
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,12,future_braking_deceleration,9537:24:9561:24,9537,9561,24,24,7.856103765020197,-1.4752937329444773,2.045810836570677,True,False,True,0.0066788362156016134,-0.00107705411355985,0.007755890329161463,False,obstacle_completed,True,51.27908601181561,44,0.6274022459983826,-0.10513700544834137,0.011626378633081913,0.0,0.0,True,collision,False,-4.473298771824709,29,0.6210668683052063,0.03825139254331589,0.08346004784107208,0.16050060093402863,0.09136634320020676
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,13,future_braking_deceleration,9530:9:9550:9,9530,9550,9,9,13.035217327256255,-0.0847744166897959,0.7248111645596687,True,False,True,0.00419742761771813,-0.0030399214521155127,0.007237349069833643,False,obstacle_completed,True,68.67881045981053,54,0.7096548676490784,-0.19282537698745728,0.0024617749731987715,0.0,0.0,True,collision,False,15.495167569377674,46,0.7114003300666809,-0.14928685128688812,0.043607860803604126,0.05993037670850754,0.035857588052749634
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,14,future_yaw_response,9542:3:9549:3,9542,9549,3,3,8.756013623963511,-0.3649138498067223,1.5642080113006736,True,False,True,0.002723439620866408,-0.004132367390728753,0.006855807011595161,False,obstacle_completed,True,58.52864800806015,52,0.7689353823661804,-0.4647362232208252,-0.10963420569896698,0.0,0.0,True,collision,False,3.536750531169332,36,0.7609512805938721,-0.44296056032180786,-0.09538457542657852,0.027220899239182472,0.02654111385345459
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,15,future_braking_deceleration,9530:21:9550:21,9530,9550,21,21,9.638639099091378,-0.9704428014249736,0.7248111645596687,True,False,True,0.0051103749540484245,-0.0015686215991825847,0.006678996553231009,False,obstacle_completed,True,56.287339639918,42,0.6778194308280945,-0.08523619920015335,0.05511947721242905,0.0,0.0,True,collision,False,3.1232117275578304,34,0.6591053009033203,-0.006778426934033632,0.09643198549747467,0.09062319993972778,0.041615091264247894
m964_direction_target_a0_15,runs/ppo_m1047_guarded_repeat_seed61045/checkpoint.pt,16,future_braking_deceleration,9530:6:9550:6,9530,9550,6,6,13.878408252030738,0.1906623350396081,0.7248111645596687,True,False,True,0.003898529493645775,-0.0026658959298919704,0.006564425423537745,False,obstacle_completed,True,71.75193015008227,57,0.7208396792411804,-0.22447793185710907,-0.012015595100820065,0.0,0.0,True,collision,False,18.536621940229928,49,0.7261789441108704,-0.19943858683109283,0.0159816425293684,0.03793839365243912,0.02991635724902153
