candidate_source_id,profile_name,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
otsr_v0_0005_anchor_neighborhood,L3_online_gru,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.16303509054605,8.556195565751102,17.0,True,0,0,1,1,0,0
otsr_v0_0005_anchor_neighborhood,L3_reset_control_corrected,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.33348391839445,7.6100178643740755,17.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L0_current_masked,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,39.91665206580725,9.283769733894067,19.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L1_one_step,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,39.891412565557495,5.450322760624941,19.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_100,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.04263612911616,3.2186266260336795,16.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_100_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.01156746899715,4.829952874301887,16.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_13,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.05473862211334,2.766573746710297,16.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_13_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.99671773132559,2.352178302219908,16.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_25,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.968901551559746,4.362592190119712,15.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_25_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.002010996434215,0.25152386882833877,16.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_50,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.143962377203174,4.3640330768722455,17.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L2_window_50_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.82816880678567,1.9634636012252085,14.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L3_online_gru,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.98532132366344,8.18197303062327,17.0,True,0,0,1,1,0,0
otsr_v0_0006_anchor_neighborhood,L3_reset_control_corrected,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.08594410730979,5.375992705639517,17.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L0_current_masked,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.74281507023054,7.410779910067103,18.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L1_one_step,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.62015196998933,4.540521778044658,18.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_100,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.24312402781775,5.255990038313949,17.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_100_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.09941479365465,2.6811630023498507,16.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_13,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.1476260537825,3.239561009414164,16.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_13_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.10174268082473,4.6019820195446215,16.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_25,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.26513987843457,2.492038563136897,17.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_25_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.09794960074996,6.080984742410972,16.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_50,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.570088613993235,6.7885630178399845,18.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L2_window_50_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.100831570953176,2.8530276953355767,16.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L3_online_gru,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.256682743764415,7.467521141784218,17.0,True,0,0,1,1,0,0
otsr_v0_0007_anchor_neighborhood,L3_reset_control_corrected,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,40.45738426238855,8.001734418213845,18.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L0_current_masked,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.789977134632224,6.795578803865908,18.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L1_one_step,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.565419924157695,5.372396990240903,17.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_100,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.14305870262236,2.5755121853404646,17.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_100_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.95022150898754,2.3372992898407268,15.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_13,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.154714117829876,4.076093733146221,17.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_13_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.000717001975545,3.3932703961640724,16.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_25,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.13547317029646,1.6493753658090595,17.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_25_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.127712329797404,6.289625401197282,17.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_50,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.049443787564876,1.738197309117449,16.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L2_window_50_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.90976901030915,0.32585766776529335,15.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L3_online_gru,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.4105670357238,10.382218018690356,18.0,True,0,0,1,1,0,0
otsr_v0_0008_anchor_neighborhood,L3_reset_control_corrected,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.316089469555095,7.789047612708377,18.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L0_current_masked,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,42.05353964058426,10.162014753878509,19.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L1_one_step,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,41.53490681740531,9.495433496278107,20.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L2_window_100,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.14911086679015,2.6597223154812557,16.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L2_window_100_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.209757806284514,4.621892946495928,17.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L2_window_13,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,43.25638877872282,1.4319727908614177,17.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L2_window_13_current_tiled,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.10507247068287,5.754714883791206,16.0,True,0,0,1,1,0,0
otsr_v0_0009_anchor_neighborhood,L2_window_25,outcome_by_candidate_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,44.15608990044058,0.9424846099447142,16.0,True,0,0,1,1,0,0
