seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean,checkpoint_ablation,mu_bucket,initial_mu_bucket,mass_bucket,cg_bucket,brake_bucket,tire_bucket,steering_tau_bucket,success
9514,random,85,False,True,0.3080938175562572,0.30083544290614134,1801.8936944235431,1.2426853064989953,0.8927003727498908,0.12686886209848947,0.7396330375833287,0.5648783842918935,0.8893020193862738,2.397240728464063,2.397240728464063,22,True,True,drift_required,False,True,1.5680322937977478,1.412623782948934,0.15540851084881369,110.12084303492028,1.2955393298225917,0.9274367199514642,1.955427754500029,0.24928120784359342,1.0497612713734277,0.43529411764705883,13.607452842943852,1.3508456945419312,1,,,85,0.9274367199514642,0.24928120784359342,13.607452842943852,1.2955393298225917,0,,,,,0,,,,,,low,low,heavy,front,weak,weak,slow,True
9515,random,58,True,False,1.1369362724108976,0.6204258288293844,1760.7230337728067,1.2142917474295218,1.2114941490926214,0.06425036671110074,1.3669758678256319,0.9868499734382377,0.6615250803207553,2.84052638991571,2.84052638991571,9,True,True,drift_required,True,False,1.8887792652625666,1.965935939226601,-0.07715667396403436,20.746549231389558,0.3576991246791303,1.2440544544272931,2.1512996582838326,0.17608981685328093,0.024132593430971173,0.0,13.610893483123645,1.3939727544784546,1,,,58,1.2440544544272931,0.17608981685328093,13.610893483123645,0.3576991246791303,0,,,,,0,,,,,,high,medium,heavy,front,nominal,strong,slow,False
9516,random,38,True,False,0.6241080415627123,0.6331392565502363,1308.2226723258811,0.9022225326385387,0.8728366775496572,0.11204678525008127,1.3860545063514254,0.8481138492837705,1.17365168318624,1.9665143890169414,1.9665143890169412,17,True,True,drift_required,True,False,1.4045685531277883,1.42008111280358,-0.015512559675791682,6.75835357807734,0.17785140994940368,0.47990099339932263,0.7290409794334565,0.23908244885922766,0.029607229152578417,0.0,14.381206034800725,1.171663761138916,1,,,38,0.47990099339932263,0.23908244885922766,14.381206034800725,0.17785140994940368,0,,,,,0,,,,,,medium,medium,light,front,weak,strong,slow,False
9517,random,59,True,False,0.5199566484910332,0.6213846870381106,1239.350309640502,0.8547243514762083,0.8940835501351708,-0.015152960752206734,0.8231204376690263,1.337062152797135,0.7985254682935936,0.7979545992998144,0.7979545992998143,25,True,True,aes_feasible,True,False,1.3210701935585232,1.410649783395996,-0.08957958983747272,26.248473331023057,0.44488937849191623,0.7224309890825749,1.627378694897324,0.11653089236819122,0.017395406574917963,0.0,15.008369268447964,1.2881382703781128,1,,,59,0.7224309890825749,0.11653089236819122,15.008369268447964,0.44488937849191623,0,,,,,0,,,,,,medium,medium,light,nominal,strong,weak,fast,False
9518,random,69,False,True,0.6228393946127635,0.6512518334229394,1629.0354433879288,1.123472719577882,0.8338137648108703,-0.08538667803442834,1.4186043365005823,1.116810449242753,1.1128663577359545,2.6176080631601693,2.6176080631601693,38,True,True,aes_feasible,False,True,1.8906998466695235,1.443823486574028,0.4468763600954955,62.30265620313426,0.9029370464222357,2.527692189062911,5.43679423764091,0.03780081063232722,0.04999421231430713,0.0,14.163054946287255,1.415942668914795,1,,,69,2.527692189062911,0.03780081063232722,14.163054946287255,0.9029370464222357,0,,,,,0,,,,,,medium,medium,heavy,rear,strong,strong,slow,True
9519,random,34,True,False,1.0715747723481348,0.6604986229583396,1495.4072193622278,1.031315323698088,1.082563557954178,-0.0795071967068659,0.7576393713917694,0.6468597577984325,1.2301885344988694,1.655782251522064,1.655782251522064,11,True,True,unavoidable,True,False,1.5258063912607713,1.6774948394813016,-0.1516884482205303,5.164182894976808,0.15188773220520022,0.27279289298538356,0.7416000681025636,0.0493174692853266,0.03654416029958147,0.0,13.428072300546159,1.2886996269226074,1,,,34,0.27279289298538356,0.0493174692853266,13.428072300546159,0.15188773220520022,0,,,,,0,,,,,,high,medium,nominal,rear,weak,weak,slow,False
9520,random,95,True,False,0.7806370971264489,0.4564978630424526,1494.548046099444,1.0307227904134098,1.0337544214535743,0.09556351514083361,0.5937279005754836,0.9155553146528096,0.7450070917317175,2.101799424522785,2.101799424522785,13,True,True,aes_feasible,False,False,3.0948304830929967,1.7185908481200007,1.376239634972996,18.510222608379223,0.19484444850925497,4.056844686505465,8.637265407373604,0.27841440041469895,0.035711070803327374,0.0,12.712962689991917,1.2571165561676025,1,,,95,4.056844686505465,0.27841440041469895,12.712962689991917,0.19484444850925497,0,,,,,0,,,,,,medium,medium,nominal,front,nominal,weak,slow,False
9521,random,42,True,False,0.8604535779883853,0.6325886153096607,1395.562946617628,0.9624572045638814,1.2262082678896375,-0.10877716677802596,1.3976396720709325,1.1591178754143847,0.8794816129822298,1.4999133037603607,1.4999133037603607,32,True,True,drift_required,True,False,1.492266971176995,1.7216977731170038,-0.22943080194000887,11.397604392104245,0.2713715331453392,0.3253480326520256,0.7386758745453292,0.08088469605001837,0.07825281142394953,0.0,14.135149814969045,1.3266985416412354,1,,,42,0.3253480326520256,0.08088469605001837,14.135149814969045,0.2713715331453392,0,,,,,0,,,,,,high,medium,nominal,rear,strong,strong,slow,False
9522,random,53,False,True,0.97248075823433,0.6705469812052982,1792.9657197773704,1.236528082605083,1.0699074310033303,0.10623654479358868,0.9190101327366401,1.273632573285595,1.2549044801620015,0.7997358593600936,0.7997358593600937,13,True,True,drift_required,False,True,2.232038116907644,1.7806630460987471,0.45137507080889705,64.7600868019873,1.2218884302261754,0.5247284367227258,0.6762877782536094,0.26160423008561773,0.07468198267232574,0.0,14.991680738224252,1.4042822122573853,1,,,53,0.5247284367227258,0.26160423008561773,14.991680738224252,1.2218884302261754,0,,,,,0,,,,,,high,medium,heavy,front,strong,nominal,fast,True
9523,random,68,False,True,0.950977398240298,0.4652360649197386,1190.6005332899927,0.821103816062064,1.213619321709875,0.1393618214942305,0.685542348627993,0.6784092420787053,0.9927926501294784,1.5014467856012113,1.5014467856012113,35,True,True,drift_required,False,True,3.0586923128675245,1.4318115244014744,1.62688078846605,86.50715218089891,1.272164002660278,0.8933974593521546,1.3243528537910763,0.25900195721142405,0.029726089679797264,0.0,12.339061687523582,1.3624082803726196,1,,,68,0.8933974593521546,0.25900195721142405,12.339061687523582,1.272164002660278,0,,,,,0,,,,,,high,medium,light,front,weak,weak,slow,True
9524,random,30,True,False,0.37182495448151576,0.7007769837295952,1348.400240142689,0.9299312000984062,1.2014873985594465,-0.046113275864676506,1.1837717702425679,1.3162625463357562,1.0074793676033085,1.5341295783248101,1.5341295783248101,24,True,True,unavoidable,True,False,1.8588794400451574,1.8908396634978026,-0.031960223452645264,-1.7374946411295866,-0.05791648803765289,0.1684445484844817,0.24499289773189759,0.17269868240180292,0.03466620342620858,0.0,11.182483496191544,1.4247195720672607,1,,,30,0.1684445484844817,0.17269868240180292,11.182483496191544,-0.05791648803765289,0,,,,,0,,,,,,low,medium,light,rear,strong,strong,slow,False
9525,random,51,True,False,1.108580078639291,0.30983256229390244,1829.139613362068,1.261475595422116,1.1010490591172273,-0.05501638795409036,1.332556585536974,1.1327140446351844,1.1082413354201415,0.8101676473162902,0.8101676473162901,12,True,True,unavoidable,True,False,1.5669242946434883,1.8396518708453253,-0.2727275762018371,20.67609962087434,0.4054137180563596,0.877499470363716,1.4902938670784636,0.047385752469368964,0.02179025510855444,0.0,14.214942720637547,1.442388653755188,1,,,51,0.877499470363716,0.047385752469368964,14.214942720637547,0.4054137180563596,0,,,,,0,,,,,,high,low,heavy,rear,strong,strong,fast,False
9526,random,33,True,False,0.3696623316774903,0.625656986546434,1223.4516059123173,0.8437597282153912,0.9457241793761363,-0.006744579210670842,1.1850564084980508,1.0644708198871355,0.7958241328415092,1.6335140834005963,1.6335140834005963,11,True,True,unavoidable,True,False,1.4128586797906586,1.6651684479614524,-0.25230976817079376,0.15983873930544235,0.00484359816077098,0.38234536780091777,0.5150148730318591,0.23345172814061765,0.032346049181231136,0.0,13.54694266444628,1.2886806726455688,1,,,33,0.38234536780091777,0.23345172814061765,13.54694266444628,0.00484359816077098,0,,,,,0,,,,,,low,medium,light,nominal,strong,strong,slow,False
9527,random,50,True,False,0.49530859641710645,0.424025829681164,1235.1759633674574,0.8518454919775568,1.2114109279757415,-0.011353500753938262,0.6372793166454684,0.7322204200471497,0.8915603016378211,1.8852864297647496,1.8852864297647498,14,True,True,drift_required,True,False,1.3323836924147607,1.5253677319467651,-0.19298403953200438,19.82542023708792,0.39650840474175836,0.6126380979119337,1.5980402402241296,0.20880515084113782,0.0282429205775907,0.0,15.221008583809892,1.3104465007781982,1,,,50,0.6126380979119337,0.20880515084113782,15.221008583809892,0.39650840474175836,0,,,,,0,,,,,,medium,low,light,nominal,weak,weak,slow,False
9528,random,79,False,True,1.037633890098579,0.3993352981563139,1496.6628418533007,1.0321812702436557,1.0058233719640486,-0.11929932692396372,1.3952910779698249,1.3168215455125831,1.1925297418129495,1.0761462969914308,1.0761462969914308,38,True,True,aes_feasible,False,True,1.7708016418554446,1.3651667985169964,0.40563484333844824,88.31817031148161,1.1179515229301469,1.07304653717432,2.801077293118169,0.2847330861708454,0.0895889394771312,0.0,15.426441162597792,1.327640175819397,1,,,79,1.07304653717432,0.2847330861708454,15.426441162597792,1.1179515229301469,0,,,,,0,,,,,,high,low,nominal,rear,strong,strong,nominal,True
9529,random,44,True,False,1.1212414770341304,0.3475536980075736,1724.7155277456395,1.1894589846521653,1.1197014767985631,-0.0153265029429841,1.3370412280872426,0.5594005820277896,0.7644030443940188,1.809216398542378,1.809216398542378,17,True,True,unavoidable,True,False,1.7691187670942272,1.7753572943758829,-0.006238527281655637,10.369078428713713,0.2356608733798571,0.9579451542038131,1.4123349698715444,0.2625716057834604,0.03095212532497476,0.0,11.681825956442907,1.328418493270874,1,,,44,0.9579451542038131,0.2625716057834604,11.681825956442907,0.2356608733798571,0,,,,,0,,,,,,high,low,heavy,nominal,weak,strong,slow,False
9530,random,50,True,False,0.4005652540728336,0.3328072537453728,1690.8650427111954,1.1661138225594452,1.2070409240015942,-0.04882935209940564,0.8576775145656117,1.2923068107693338,1.2707361457870783,0.9420627776281041,0.942062777628104,18,True,True,unavoidable,True,False,1.207597941757133,1.4521460615258805,-0.24454811976874757,19.378089084080457,0.38756178168160915,0.48686251229954647,1.1731952386300861,0.2400227324855072,0.04933933509666468,0.0,14.378043031073005,1.249821662902832,1,,,50,0.48686251229954647,0.2400227324855072,14.378043031073005,0.38756178168160915,0,,,,,0,,,,,,low,low,heavy,rear,strong,nominal,nominal,False
9531,random,43,True,False,1.0161804563851007,0.4691909766567505,1829.637422824154,1.26181891229252,1.0405453780997544,0.12737209716585474,1.2102083051113377,0.9462975996857925,0.9018874755010704,1.23304823487394,1.23304823487394,29,True,True,unavoidable,True,False,1.821719488483989,1.9706511280251635,-0.1489316395411746,10.447985692100737,0.24297641144420318,0.8711569621689423,1.9468462633242183,0.046322113565453946,0.03306911386421169,0.0,14.292524995255626,1.3378808498382568,1,,,43,0.8711569621689423,0.046322113565453946,14.292524995255626,0.24297641144420318,0,,,,,0,,,,,,high,medium,heavy,front,nominal,strong,slow,False
9532,random,101,False,True,0.8000107606493485,0.2542176950400973,1588.2017644135694,1.0953115616645306,0.814847415836579,0.12349520392270419,1.410399598059279,0.8393337911764354,0.9797639140053901,1.4462199287706872,1.4462199287706872,9,True,True,drift_required,False,True,3.253111484278615,1.9416542925017697,1.3114571917768454,117.15702880182266,1.159970582196264,0.7140910839250131,0.9211656097203047,0.1770542815665646,0.02985557053421044,0.0,11.304393206440364,1.3390814065933228,1,,,101,0.7140910839250131,0.1770542815665646,11.304393206440364,1.159970582196264,0,,,,,0,,,,,,high,low,heavy,front,weak,strong,slow,True
9533,random,69,True,False,1.085039483798662,0.35079644360406614,1825.194922294624,1.2587551188238786,0.8868065790123727,0.10042291482041832,1.0996811039436198,0.7756907663797188,0.9934335263390128,1.0911994252207968,1.0911994252207968,26,True,True,drift_required,True,False,1.5789156581500299,1.7084805989281389,-0.12956494077810898,39.562386072254824,0.5733679140906496,1.0576257271779888,2.6081582490478468,0.12443781657546511,0.09177947336799086,0.0,11.929452002569183,1.3627021312713623,1,,,69,1.0576257271779888,0.12443781657546511,11.929452002569183,0.5733679140906496,0,,,,,0,,,,,,high,low,heavy,front,weak,nominal,nominal,False
9534,random,37,True,False,0.912150348531007,0.675714115753969,1422.3781230495742,0.9809504296893615,1.1729520124200632,-0.08245905969726763,1.2398023388386281,1.1105755326913056,0.6340017053965806,2.710047978465191,2.710047978465191,27,True,True,drift_required,True,False,1.5370246101823288,1.632120017477499,-0.09509540729517019,2.382800376877668,0.06440001018588293,0.28031772052329523,0.6808534997899329,0.2861957225468138,0.020567426621239494,0.0,13.215129464758858,1.2466094493865967,1,,,37,0.28031772052329523,0.2861957225468138,13.215129464758858,0.06440001018588293,0,,,,,0,,,,,,high,medium,nominal,rear,strong,strong,slow,False
9535,random,34,True,False,0.5418642261913483,0.6514386317789711,1345.346878038383,0.9278254331299193,1.0815136185373677,0.09652447510122197,0.6738050873201931,0.9640695437020113,1.0039776409149586,2.416704561617877,2.416704561617877,17,True,True,unavoidable,True,False,1.7470391264996887,1.8915468586167115,-0.14450773211702272,0.8821043018321362,0.025944244171533418,0.4014054515206334,0.5256201232949493,0.22089695528413078,0.030155121921763162,0.0,12.673709007540063,1.3415640592575073,1,,,34,0.4014054515206334,0.22089695528413078,12.673709007540063,0.025944244171533418,0,,,,,0,,,,,,medium,medium,light,front,nominal,weak,slow,False
9536,random,33,True,False,0.5760389855741188,0.7381132696208883,1322.7836244050673,0.9122645685552188,1.1217513640689458,-0.04640268763399136,1.261725746636222,0.8200262938219269,1.152844926427052,1.825432932510383,1.8254329325103833,23,True,True,unavoidable,True,False,1.5484954771766,1.6493736300610382,-0.10087815288443824,3.7574805329500904,0.11386304645303304,0.7183120043275774,1.6168292124942525,0.032050467098256874,0.027323299465793077,0.0,13.298156530152822,1.307542085647583,1,,,33,0.7183120043275774,0.032050467098256874,13.298156530152822,0.11386304645303304,0,,,,,0,,,,,,medium,medium,light,rear,weak,strong,slow,False
9537,random,67,False,True,1.1343545674698263,0.6129163039091037,1308.1949618661283,0.9022034219766403,1.1997735106981915,-0.012680925235688978,0.9792156306559838,0.6483565643573574,0.8486766628879747,1.1090467279029539,1.1090467279029539,35,True,True,drift_required,False,True,1.9405573062282484,1.777326913470966,0.16323039275728246,62.612919885969056,0.9345211923278963,2.511012328121312,5.149260683356886,0.27135951309412604,0.058813956565121936,0.0,12.609214531212178,1.3232773542404175,1,,,67,2.511012328121312,0.27135951309412604,12.609214531212178,0.9345211923278963,0,,,,,0,,,,,,high,medium,light,nominal,weak,nominal,nominal,True
9538,random,69,False,True,0.7763286494349086,0.5046759786498052,1226.830987416499,0.8460903361493097,1.1736508255043314,0.08635071953220819,1.0419668924060117,1.2971035243713267,0.7415652732703736,2.417865942096065,2.417865942096065,21,True,True,drift_required,False,True,1.5581324852503842,1.5112017765371637,0.04693070871322047,76.35903023795609,1.1066526121442912,0.8710143461732934,1.2720012700849068,0.25217277872267024,0.019477831169116742,0.0,13.550763998815839,1.1955496072769165,1,,,69,0.8710143461732934,0.25217277872267024,13.550763998815839,1.1066526121442912,0,,,,,0,,,,,,medium,medium,light,front,strong,nominal,slow,True
9539,random,42,True,False,0.7920644401668309,0.6520280259360736,1573.6155723200636,1.0852521188414233,0.9013568065268364,0.13868128873891483,0.8805881769085897,1.1694915971361937,0.8928269156028572,1.1329292790529493,1.1329292790529493,30,True,True,drift_required,True,False,1.6596768708646437,1.8181856408133137,-0.15850876994867003,6.18366745462918,0.14723017749117095,0.8235352520800421,1.761167130552714,0.30086967597902803,0.03417562527153001,0.0,13.192748832312212,1.3138790130615234,1,,,42,0.8235352520800421,0.30086967597902803,13.192748832312212,0.14723017749117095,0,,,,,0,,,,,,medium,medium,heavy,front,strong,nominal,nominal,False
9540,random,42,True,False,1.1266954544139025,0.37378415754003835,1205.5777249242944,0.8314329137408927,0.912834117694058,0.122425832497286,1.3253726350115618,1.2892407625918687,0.9642712859524554,0.8041970501273683,0.8041970501273683,36,True,True,unavoidable,True,False,1.1707000850357954,1.392455980424549,-0.22175589538875373,9.683182382921892,0.23055196149814028,0.3094552375877956,0.5024184361078383,0.26599199850520594,0.015736073893296745,0.0,13.830251552622153,1.4395766258239746,1,,,42,0.3094552375877956,0.26599199850520594,13.830251552622153,0.23055196149814028,0,,,,,0,,,,,,high,low,light,front,strong,strong,fast,False
9541,random,58,True,False,1.1379160532600887,0.6587857689827691,1175.6298773211415,0.8107792257387183,1.1602909305314872,0.13577507159443547,1.1884522847940735,0.6156243846422824,0.8960562259225424,2.027918489744259,2.027918489744259,35,True,True,aes_feasible,True,False,1.6302136950628763,1.8007872463729475,-0.17057355131007124,22.814566034939674,0.39335458680930474,1.112420260721038,2.6757195961329714,0.30368193883766886,0.018563249517850273,0.0,16.495449126874256,1.3672761917114258,1,,,58,1.112420260721038,0.30368193883766886,16.495449126874256,0.39335458680930474,0,,,,,0,,,,,,high,medium,light,front,weak,strong,slow,False
9542,random,34,True,False,1.0293604851385483,0.6622703067711562,1608.252077825461,1.1091393640175593,0.9937428635537194,0.05768863288920989,1.1101573399650535,1.0109281612687073,1.2471905708359252,0.5726600492006652,0.5726600492006652,16,True,True,unavoidable,True,False,1.7102469659388748,1.7978318185402666,-0.08758485260139182,4.576873017826458,0.13461391228901345,0.17437991919472864,0.2995953593805538,0.20266423679794296,0.022530125211726124,0.0,11.718549361584678,1.2589397430419922,1,,,34,0.17437991919472864,0.20266423679794296,11.718549361584678,0.13461391228901345,0,,,,,0,,,,,,high,medium,heavy,front,nominal,nominal,fast,False
9543,random,42,True,False,0.8784716027743873,0.7064180163153344,1582.899990166636,1.0916551656321627,1.2313219162346773,0.007903872148314672,0.893123857440939,1.2593129306865933,1.297893814448345,2.471569188050817,2.471569188050817,37,True,True,drift_required,True,False,1.7432714544758847,1.7803773185174467,-0.03710586404156202,14.004410790243487,0.33343835214865447,0.6920508360205838,0.7955033648604726,0.04254759158781528,0.04964603522464541,0.0,15.665597579434806,1.2402169704437256,1,,,42,0.6920508360205838,0.04254759158781528,15.665597579434806,0.33343835214865447,0,,,,,0,,,,,,high,medium,heavy,nominal,strong,nominal,slow,False
9544,random,76,True,False,0.9693457896576536,0.34670009051270606,1227.623906845749,0.8466371771349993,1.1939688258473624,0.0006798254085549349,0.8770182380363285,1.3031765334805887,0.6171460185952864,2.5619804263378896,2.5619804263378896,19,True,True,drift_required,True,False,1.453605307927528,1.5885358622190577,-0.13493055429152978,37.2941405955422,0.49071237625713426,0.8185187262482564,1.5558226837287563,0.1633310504372595,0.04743289965272609,0.0,10.604661115658534,1.34862220287323,1,,,76,0.8185187262482564,0.1633310504372595,10.604661115658534,0.49071237625713426,0,,,,,0,,,,,,high,low,light,nominal,strong,nominal,slow,False
9545,random,70,True,False,0.6198971505698847,0.4490603112552519,1176.8095207606032,0.811592772938347,0.9939981478755703,-0.04794141340489766,1.2148620012052482,0.8593636662478208,0.7035801285194564,1.8516590461372688,1.8516590461372688,27,True,True,aes_feasible,True,False,1.4106138518082785,1.4657179967808327,-0.055104144972554225,29.628816755035082,0.4232688107862155,1.6540164117899194,3.487089859105403,0.11027516450290548,0.033253987234595925,0.0,11.781347003516547,1.246048092842102,1,,,70,1.6540164117899194,0.11027516450290548,11.781347003516547,0.4232688107862155,0,,,,,0,,,,,,medium,low,light,rear,weak,strong,slow,False
9546,random,74,False,True,0.8130812321303102,0.5456725592321634,1222.4941485833099,0.8430994128160758,1.2491161021808612,-0.02897796350970827,1.207756845784564,1.3481287656888796,0.9579999057361592,1.527123491922492,1.527123491922492,27,True,True,drift_required,False,True,1.8928842634000238,1.7671726567717516,0.1257116066282722,62.93261596000552,0.8504407562162908,2.7469028547768715,5.364964396052727,0.22316714863914225,0.031414825190386596,0.0,12.048824166714457,1.2441127300262451,1,,,74,2.7469028547768715,0.22316714863914225,12.048824166714457,0.8504407562162908,0,,,,,0,,,,,,high,medium,light,nominal,strong,strong,slow,True
9547,random,78,False,True,0.9618700739329533,0.3170542824649846,1749.9843441817286,1.2068857546080887,1.2497110249441679,0.06389982862447208,1.0427109220770825,1.0668043353810517,1.2053724157882528,1.9170122932707154,1.9170122932707157,9,True,True,drift_required,False,True,4.742148870967531,1.6803801785725858,3.0617686923949456,93.2590824953067,1.1956292627603422,1.4029412804900359,2.6191793163173855,0.1060218076764289,0.057623440626135024,0.0,11.935980231334785,1.301192283630371,1,,,78,1.4029412804900359,0.1060218076764289,11.935980231334785,1.1956292627603422,0,,,,,0,,,,,,high,low,heavy,front,strong,nominal,slow,True
9548,random,52,True,False,1.1395938985083103,0.44889032952950897,1528.2566948269816,1.0539701343634356,0.9062355638693397,-0.09384252924379166,0.9276295513383871,0.9328133513776973,0.6816889034728673,1.2412836936644922,1.2412836936644922,20,True,True,drift_required,True,False,1.5465169704473167,1.7549158646821539,-0.20839889423483715,15.449592009355698,0.2971075386414557,0.8072700598686059,1.725197236926924,0.301290325560013,0.04702425285063073,0.0,13.792823391823426,1.251318335533142,1,,,52,0.8072700598686059,0.301290325560013,13.792823391823426,0.2971075386414557,0,,,,,0,,,,,,high,low,heavy,rear,nominal,nominal,slow,False
9549,random,43,True,False,1.0653269107097856,0.44842734588162747,1356.742259956125,0.9356843172111208,1.2537612258834403,0.048202948483323516,1.3703405378321314,1.0712066500122548,0.7598242139038841,0.981075578378819,0.981075578378819,37,True,True,unavoidable,True,False,1.7729996214826418,1.9363009817083872,-0.16330136022574537,11.52004829663543,0.2679080999217542,0.5498191906022382,0.9524487109040507,0.1038797952527805,0.02076093793733628,0.0,12.032399931868467,1.3687028884887695,1,,,43,0.5498191906022382,0.1038797952527805,12.032399931868467,0.2679080999217542,0,,,,,0,,,,,,high,low,light,front,strong,strong,nominal,False
9550,random,50,True,False,0.5978136663198397,0.6707557941526177,1342.9621062151743,0.9261807629070168,1.1261956640630013,0.12749776043806205,0.9589393051030355,1.2235086094366645,1.1958467332107,0.9178554850635616,0.9178554850635616,40,True,True,drift_required,True,False,1.2445423498855208,1.4714181207221866,-0.22687577083666577,20.80498050167777,0.4160996100335554,0.44720310352804354,1.0129130794953767,0.19329782249264546,0.01910699733315705,0.0,14.97630122392156,1.3498071432113647,1,,,50,0.44720310352804354,0.19329782249264546,14.97630122392156,0.4160996100335554,0,,,,,0,,,,,,medium,medium,light,front,strong,nominal,nominal,False
9551,random,79,True,False,0.7374008000351153,0.42642429974554436,1834.0226164737694,1.2648431837750134,1.155996544739684,-0.11129028663474694,0.9742155562113788,0.7802992199602663,0.8762040832084649,1.9167392306466537,1.9167392306466537,33,True,True,aes_feasible,True,False,1.7692752180998639,1.9902178648499609,-0.220942646750097,39.79234756385314,0.5037006020740904,1.6490594351332846,3.772400258105151,0.1662945937002469,0.06149021055111729,0.0,14.21947742996188,1.4337565898895264,1,,,79,1.6490594351332846,0.1662945937002469,14.21947742996188,0.5037006020740904,0,,,,,0,,,,,,medium,low,heavy,rear,weak,nominal,slow,False
9552,random,71,True,False,1.0251712454894735,0.3648281911681945,1755.4633381086403,1.2106643711094072,1.0148059261127529,-0.05706025085181565,1.2436194370932747,1.0483203181790646,0.8073613956752073,1.4071260123368923,1.4071260123368923,18,True,True,drift_required,True,False,1.4860717745646799,1.5275093758684235,-0.04143760130374363,33.03376870907662,0.46526434801516364,1.048344792351443,2.8017098860179814,0.1271028036874349,0.045441360809089594,0.0,11.206628837103109,1.2368029356002808,1,,,71,1.048344792351443,0.1271028036874349,11.206628837103109,0.46526434801516364,0,,,,,0,,,,,,high,low,heavy,rear,nominal,strong,slow,False
9553,random,41,True,False,0.31051495306732924,0.657205463526733,1488.885967966861,1.0268179089426628,0.8732355489788711,-0.07629082364583684,1.2341246482341055,0.6051976746158191,0.885792869767674,1.5384569092884341,1.538456909288434,37,True,True,drift_required,True,False,1.9962873998499349,2.0292038627719555,-0.03291646292202066,9.590382651296885,0.23391177198285085,0.2739413600285274,0.3312690340846274,0.26413477281167796,0.052220964478497126,0.0,14.263780567700104,1.267218828201294,1,,,41,0.2739413600285274,0.26413477281167796,14.263780567700104,0.23391177198285085,0,,,,,0,,,,,,low,medium,nominal,rear,weak,strong,slow,False
9554,random,51,True,False,0.5386630136204618,0.35683050723957366,1683.4692002937431,1.161013241581892,1.1510817564734417,0.07176183178729989,1.1195841673650204,1.0849182057526603,0.6092993114358575,2.5149442310302916,2.5149442310302916,29,True,True,unavoidable,True,False,1.5304395847786505,1.7643508509984556,-0.23391126621980507,17.905350630042314,0.3510853064714179,0.624910923427202,1.4397091308232035,0.10344705514477115,0.012736477026004117,0.0,13.174889927761333,1.2390769720077515,1,,,51,0.624910923427202,0.10344705514477115,13.174889927761333,0.3510853064714179,0,,,,,0,,,,,,medium,low,heavy,front,strong,nominal,slow,False
9555,random,41,True,False,0.8628543068986263,0.6635255355442448,1747.6738038937574,1.205292278547419,1.282978830370475,0.12752461537659276,1.3054035019887258,1.1449496191207573,0.8024142636500883,1.9134395839095928,1.9134395839095926,40,True,True,drift_required,True,False,1.7262686784793029,1.8236493753974035,-0.09738069691810058,9.74491448434209,0.23768084108151438,0.10326647744350821,0.32647932253237855,0.11414196959109464,0.08719638817809232,0.0,14.455078718164739,1.2395139932632446,1,,,41,0.10326647744350821,0.11414196959109464,14.455078718164739,0.23768084108151438,0,,,,,0,,,,,,high,medium,heavy,front,strong,strong,slow,False
9556,random,70,True,False,1.1165422124426494,0.3902347566081842,1457.0566117106005,1.0048666287659314,0.9769899727475247,-0.10492117864017336,1.3376625301442466,1.130926510552762,1.1233909138135383,0.9106722041614359,0.9106722041614359,21,True,True,drift_required,True,False,1.7561384102499533,1.9340852542221487,-0.1779468439721954,36.406868491845586,0.5200981213120798,1.6029050689119104,3.334598306341128,0.08650815760967184,0.03763019663962833,0.0,12.365094684628133,1.3233553171157837,1,,,70,1.6029050689119104,0.08650815760967184,12.365094684628133,0.5200981213120798,0,,,,,0,,,,,,high,low,nominal,rear,strong,strong,nominal,False
9557,random,36,True,False,0.4485116947744147,0.7032126574372006,1680.1789249756785,1.158744086190123,0.8699921046488666,0.030020682635524265,0.742760675986232,0.8131824937954615,0.8432540216911842,1.831792740832885,1.8317927408328851,20,True,True,unavoidable,True,False,1.6942555207873853,1.9011317103480465,-0.20687618956066123,4.239881786905226,0.11777449408070072,0.04965759286011372,0.10945886705460595,0.23880725632928224,0.04499627839182278,0.0,12.291412723559482,1.2455354928970337,1,,,36,0.04965759286011372,0.23880725632928224,12.291412723559482,0.11777449408070072,0,,,,,0,,,,,,low,medium,heavy,nominal,weak,weak,slow,False
