seed,policy,steps,terminated,truncated,mu,initial_mu,mass,mass_scale,inertia_scale,cg_shift,tire_stiffness_scale,brake_scale,drive_scale,steer_tau_scale,drive_tau_scale,friction_step_at,friction_step_applied,obstacle_enabled,obstacle_label,collision,obstacle_completed,min_obstacle_clearance,obstacle_collision_radius,min_clearance_margin,return,mean_reward,lateral_rmse,lateral_peak,beta_abs_error_mean,beta_abs_peak,high_sideslip_fraction,speed_mean,action_rate_mean,plan_horizon,plan_action_rate_mean,plan_first_action_error_mean,left_curve_steps,left_curve_lateral_rmse,left_curve_beta_abs_error_mean,left_curve_speed_mean,left_curve_reward_mean,right_curve_steps,right_curve_lateral_rmse,right_curve_beta_abs_error_mean,right_curve_speed_mean,right_curve_reward_mean,near_zero_steps,near_zero_lateral_rmse,near_zero_beta_abs_error_mean,near_zero_speed_mean,near_zero_reward_mean
103901,checkpoint,38,True,False,0.5082750598520391,0.6586250981953558,1572.9535258967953,1.0847955351012382,0.8008500388609553,-0.07532970657726845,0.6819287179245683,0.8290815674536892,1.2496745366633017,2.556675960374559,2.556675960374559,20,True,True,drift_required,True,False,1.4332713507226789,1.5530955494093162,-0.1198241986866373,8.23495999397765,0.21670947352572764,0.1614168292251939,0.40638766993686204,0.2083271022806876,0.12147748996265169,0.0,11.12661123863203,0.025711411610245705,1,,,38,0.1614168292251939,0.2083271022806876,11.12661123863203,0.21670947352572764,0,,,,,0,,,,
103902,checkpoint,71,False,True,0.8693391763467433,0.7067028955234753,1855.9660920334584,1.2799766151954886,0.8084497015336196,-0.04446534220273346,0.9260931960631266,1.2787762437760166,0.6125087519078548,0.8748378482838123,0.8748378482838123,36,True,True,drift_required,False,True,3.4484737502717167,1.7344885681558018,1.7139851821159149,65.5686845261938,0.9235025989604762,1.5651906942339981,3.464193794060364,0.25768131248256215,0.052479437673134594,0.0,11.169569818576853,0.026611048728227615,1,,,71,1.5651906942339981,0.25768131248256215,11.169569818576853,0.9235025989604762,0,,,,,0,,,,
103903,checkpoint,66,False,True,0.4486443122255583,0.6657621943500335,1356.9353987557731,0.9358175163832918,1.0106895118609125,-0.10240481136614843,1.272093265166724,1.042723270132387,1.0416749424739824,1.2562055091562367,1.2562055091562367,23,True,True,drift_required,False,True,2.692919557598324,1.6824532137032273,1.0104663438950965,83.43604318485062,1.2641824724977366,0.4989518861784626,1.1044131955004488,0.0634649371067998,0.07985728107239042,0.0,13.045113632477648,0.019864076748490334,1,,,66,0.4989518861784626,0.0634649371067998,13.045113632477648,1.2641824724977366,0,,,,,0,,,,
103904,checkpoint,80,False,True,0.7449289897423327,0.37818046300155955,1442.9913442569307,0.9951664443151246,0.8851725540266994,-0.08443097293328128,1.3686579000848647,0.7850422204240548,0.7261156688353831,2.799903983256545,2.799903983256545,39,True,True,drift_required,False,True,4.218412478837649,1.6621969127188718,2.5562155661187775,92.1243113089653,1.1515538913620662,0.27375403474335985,0.35481459582111086,0.11102161880586273,0.026832690156044055,0.0,14.612122041320518,0.019441362470388412,1,,,80,0.27375403474335985,0.11102161880586273,14.612122041320518,1.1515538913620662,0,,,,,0,,,,
103905,checkpoint,91,False,True,0.38745087125494715,0.41948220441956907,1729.5844547079037,1.1928168653157956,1.1562067433317327,0.07816896920280669,0.73298509744827,1.239730684349462,1.233304795894052,2.8399758526014036,2.8399758526014036,21,True,True,drift_required,False,True,3.415835703637556,1.6980642233164667,1.7177714803210895,89.83102454311016,0.9871541158583534,0.8760388410833728,1.9448122224360205,0.3062316758962804,0.022565476000349853,0.0,9.825449730553151,0.008321751840412617,1,,,91,0.8760388410833728,0.3062316758962804,9.825449730553151,0.9871541158583534,0,,,,,0,,,,
103906,checkpoint,102,False,True,0.9841455903139169,0.42051855059758003,1617.913155443474,1.115802176167913,0.9586898959506026,0.13893772203318688,0.7688576782362245,1.2278826337617208,0.765613045550686,1.4554568275475512,1.4554568275475512,23,True,True,drift_required,False,True,6.297154451404856,1.9191951109634635,4.377959340441392,70.26897439473771,0.6889115136738991,2.543090747073665,5.965640906207696,0.08798044918131699,0.03346372047703923,0.0,10.573826257106711,0.018584880977869034,1,,,102,2.543090747073665,0.08798044918131699,10.573826257106711,0.6889115136738991,0,,,,,0,,,,
103907,checkpoint,63,False,True,0.6500903426180409,0.5190394274142542,1799.4751574495351,1.2410173499651966,1.179962818447985,0.02288579594161222,1.0365887005883343,1.0160805818093963,0.6063251029519889,0.6588755105454003,0.6588755105454003,13,True,True,drift_required,False,True,2.0211366779617177,1.6584818462545496,0.36265483170716806,69.65780750543328,1.1056794842132267,0.5184312917326193,1.360154468718065,0.29549884675775856,0.05112032311545292,0.0,11.47520580842309,0.017735302448272705,1,,,63,0.5184312917326193,0.29549884675775856,11.47520580842309,1.1056794842132267,0,,,,,0,,,,
103908,checkpoint,46,True,False,0.83639942346453,0.428740643953108,1721.164820617911,1.1870102211158007,1.0914949464594008,-0.06397193031274306,0.778278395767823,0.6072921897445088,0.830640894783863,0.7489939118214873,0.7489939118214873,40,True,True,unavoidable,True,False,1.4616139779195034,1.560769550710412,-0.09915557279090859,15.768234650858261,0.34278770980126655,0.5940446298862706,0.7356642100237991,0.09371964835615386,0.04694723653827786,0.0,14.69232313960909,0.03223294019699097,1,,,46,0.5940446298862706,0.09371964835615386,14.69232313960909,0.34278770980126655,0,,,,,0,,,,
103909,checkpoint,79,False,True,1.079147726714527,0.4925921035979594,1202.2384950634198,0.8291299965954619,0.8573793969188677,0.13070551615263426,0.9673615252119943,0.6024324266558803,1.1435837543581295,1.4902537333877368,1.4902537333877368,18,True,True,aes_feasible,False,True,5.196047616039942,1.3921365995533033,3.8039110164866385,67.60125085826624,0.8557120361805853,2.4187579230447387,5.6445639528836935,0.2112623274100957,0.04602766120130019,0.0,11.709287389619995,0.025609182193875313,1,,,79,2.4187579230447387,0.2112623274100957,11.709287389619995,0.8557120361805853,0,,,,,0,,,,
103910,checkpoint,60,False,True,0.468791169795003,0.5995988652011615,1449.025013147555,0.9993275952741759,1.1628338754246803,-0.07134249479436261,0.6401688454672904,0.9808813223871041,1.1048575689138462,2.243176719366812,2.243176719366812,13,True,True,drift_required,False,True,2.617046770611062,1.9843742752411817,0.6326724953698801,81.9542065023075,1.365903441705125,0.3905304042111097,0.6686456017578237,0.041576351277855014,0.13096262960423946,0.0,14.968754024864417,0.015263448469340801,1,,,60,0.3905304042111097,0.041576351277855014,14.968754024864417,1.365903441705125,0,,,,,0,,,,
