atlas_cell_id,role_family,candidate_group,parameter_bin,hidden_dynamics_bucket,sampled_obstacle_label_scope,reset_attempt_id,reset_seed_index,eval_seed,effective_env_config_path,environment_load_attempted,environment_reset_attempted,reset_success,observation_length,expected_observation_length,observation_dimension_matches_expected,observation_finite,obstacle_initialized,obstacle_label,initial_mu,mu,mass_scale,tire_stiffness_scale,brake_scale,steer_tau_scale,drive_tau_scale,speed_ref,obstacle_distance,obstacle_lateral_offset,obstacle_half_width,obstacle_threshold_score,environment_step_count,policy_action_executed,environment_rollout_started,measured_rollout_started,repair_execution_started,training_started,replay_started,ppo_used,promoted,private_holdout_used,active_config_overwritten,actor_input_contract_changed,ranking_admissible,winner_selected,paper_level_claim_made,finite_window_vs_gru_conclusion_made,level3_self_id_claim_made,scenario_redesign_executed_claim_made,training_repair_success_claim_made,current_sim_verdict_claim_made,failure_type,failure_reason
stable_avoidable_low_mu,R0_stable_avoidable,stable_feasibility_support,stable_low_mu_long_distance,low_mu,aeb_feasible,stable_avoidable_low_mu_seed_004,4,246820,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_avoidable_low_mu.json,True,True,True,72,72,True,True,True,aeb_feasible,0.4529325874752959,0.4529325874752959,0.8578429623530284,1.0764415762153623,0.84115934717085,0.9387928536899158,0.9387928536899159,7.843277620600485,57.13778147442281,0.38988528091701724,0.6351825087264735,25.983245301064766,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_avoidable_low_mu,R0_stable_avoidable,stable_feasibility_support,stable_low_mu_long_distance,low_mu,aeb_feasible,stable_avoidable_low_mu_seed_005,5,246821,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_avoidable_low_mu.json,True,True,True,72,72,True,True,True,aeb_feasible,0.39197819769677067,0.39197819769677067,0.8747698389494369,1.1761799826064998,1.061756377897425,1.4108461020113325,1.4108461020113325,8.180584717031788,44.82710374795274,0.2858449888987602,0.45739812497373467,13.629720808060156,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_avoidable_low_mu,R0_stable_avoidable,stable_feasibility_support,stable_low_mu_long_distance,low_mu,aeb_feasible,stable_avoidable_low_mu_seed_006,6,246822,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_avoidable_low_mu.json,True,True,True,72,72,True,True,True,aeb_feasible,0.4129025543871766,0.4129025543871766,1.0775324090688512,0.8444658080442902,1.133215511170471,1.4194185587483499,1.4194185587483499,7.275571601131291,49.41033739332813,0.042633919438269885,0.45684169276914516,22.678612904827443,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_avoidable_low_mu,R0_stable_avoidable,stable_feasibility_support,stable_low_mu_long_distance,low_mu,aeb_feasible,stable_avoidable_low_mu_seed_007,7,246823,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_avoidable_low_mu.json,True,True,True,72,72,True,True,True,aeb_feasible,0.3105438923945589,0.3105438923945589,0.9038639035058199,1.2774565767027697,0.9596657388492601,0.7957281096141021,0.795728109614102,8.64514661233205,57.17214413629573,0.39624223366520184,0.6579026621608269,14.059569999268621,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_000,0,246824,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,True,72,72,True,True,True,aes_feasible,0.3873343483800641,0.3873343483800641,1.1115340999350947,0.9838819306263129,0.920203218626106,1.2748908192204205,1.2748908192204205,11.978531675748291,17.831132600453255,0.29781963780617726,0.5677682182124644,0.00022954766966863001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_001,1,246825,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,True,72,72,True,True,True,aes_feasible,0.36229263431660896,0.36229263431660896,0.8880659817747721,0.8466342476566366,0.9769068537739556,1.688182035305342,1.6881820353053423,12.234015398795442,20.38518086907068,-0.3873332297260603,0.7137352939055925,0.08282190543798043,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_002,2,246826,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_003,3,246827,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_004,4,246828,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,False,0,72,False,False,False,,,,,,,,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scenario_sampling_failure,RuntimeError:failed to sample an obstacle scenario matching the configured filters
stable_aes_broad_threshold_free,R1_aeb_infeasible_stable_aes,stable_aes_support,aes_broad_threshold_free,mixed,aes_feasible,stable_aes_broad_threshold_free_seed_005,5,246829,runs/m2468_paper_route_current_sim_dual_axis_scenario_distribution_support_atlas/effective_env_configs/stable_aes_broad_threshold_free.json,True,True,True,72,72,True,True,True,aes_feasible,0.4757328464832155,0.4757328464832155,1.0689385443081059,1.1633276324111619,1.032698408081744,0.9826989714266282,0.9826989714266282,12.304928522502617,16.43601804819889,0.6010264552186442,0.4571150011067741,0.055197660268217916,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
