task_source_id,profile_name,slice_kind,support_label,episode_count,success_count,collision_count,offtrack_outcome_count,offtrack_termination_count,success_rate,collision_rate,offtrack_outcome_rate,offtrack_termination_rate,clearance_margin_mean,return_mean,steps_mean,success_profile_count,profiles_with_success,success_source_count,sources_with_success,all_selected_metrics_finite,success_obstacle_pass,collision_failure,off_track_noncollision_noncompletion,termination_off_track,termination_obstacle_collision,termination_empty
m2063-osd-osd_v0_0166_t3,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.16603268683829286,0.2584224883795798,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0166_t3,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.021508663332105105,-1.3822440320982778,31.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0166_t3,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.14150148129010254,-3.559235012283299,31.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0166_t3,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.02757423224341582,-2.87958697302858,27.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0166_t3,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.037786173697541114,4.241555881815966,34.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0167_t3,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.27056066859318695,8.889767543800168,42.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0167_t3,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.15811109776245158,2.4615690182847914,35.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0167_t3,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.07927680248597246,2.641202164615322,38.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0167_t3,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.24596855894901015,7.108907543376269,36.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0167_t3,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.19247131276423857,9.343223415324786,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0168_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10907233402439753,-3.8673881471620675,29.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0168_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0458911250544054,11.497037664426237,46.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0168_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.21515312532309672,-7.524546914337204,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0168_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1242837040433804,0.5340822998148518,29.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0168_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.04256071320605881,7.6908418541696975,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0169_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.06536502270813482,1.606088836890148,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0169_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.23459590940664077,2.505227525357448,37.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0169_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0644370324963166,-2.8326384024126074,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0169_t4,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.6760039972164562,89.40063717044691,73.0,1,L3_online_gru,1,m2063-osd-osd_v0_0169_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0169_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.09406186728012544,2.509225694177463,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0170_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.05515941089071186,-26.62013922834577,6.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0170_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.08000537988549272,-14.505080272931203,17.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0170_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.128923372467725,-22.8917488818029,10.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0170_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.20550275199825385,-2.791701565292687,26.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0170_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0757016673548665,-21.804608113341907,10.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0171_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.13394990290756326,7.658808112782488,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0171_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.04610704085505213,5.297218231748239,39.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0171_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.010146403507468982,10.453282013617624,43.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0171_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11315481534911798,18.674570405263054,45.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0171_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1396415879983044,5.697272670688406,37.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0172_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,1.2382939439735907,26.673519865704264,64.0,0,,0,,True,0,0,1,1,0,0
m2063-osd-osd_v0_0172_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.2844571107572802,-2.7237407331840373,29.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0172_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,3.5625056929369885,20.325408521615557,65.0,0,,0,,True,0,0,1,1,0,0
m2063-osd-osd_v0_0172_t4,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,1.1313196593796508,81.08868516786868,61.0,1,L3_online_gru,1,m2063-osd-osd_v0_0172_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0172_t4,L3_reset_control_corrected,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.7406451712770539,83.63387796066245,67.0,1,L3_reset_control_corrected,1,m2063-osd-osd_v0_0172_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0173_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11983582896185019,-6.544591164300773,25.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0173_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11723381184257287,-9.106303212937583,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0173_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.15507306540436505,6.849617130346061,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0173_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11961147507612102,2.250643421207677,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0173_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.031824585018302765,-4.894948499173314,27.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0174_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.22857217631796867,-5.460490641041215,26.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0174_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.08484271263497534,-8.516733521614722,22.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0174_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.12706648576091562,-9.56648943532133,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0174_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.20294433409081436,-3.399886389846184,28.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0174_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.13181443053859887,-4.222933036323607,26.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0175_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11545893178984623,9.972598572804408,40.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0175_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.09768057053424939,32.3650548834499,69.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0175_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1922305494145462,21.032205987854702,47.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0175_t4,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.201798922697479,87.82801811286684,80.0,1,L3_online_gru,1,m2063-osd-osd_v0_0175_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0175_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.16106974466014368,26.61377521810958,57.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0176_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10004442990281026,-11.727159912215583,20.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0176_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.08486343399655127,-14.731921195814735,18.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0176_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.022377291404013455,-13.677164292008825,17.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0176_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1447488748344934,16.867306944432737,40.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0176_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.11402621970752036,-0.37088470292450637,28.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0177_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.12137806262977979,-0.5168760845950828,30.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0177_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.013043620715595283,-0.028612116812027466,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0177_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.004487715345633303,0.5457803531011578,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0177_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.04655176149810325,10.02423690274384,39.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0177_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.13981200721114329,1.825908570017404,31.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0178_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.15949453623386023,3.7892787059916984,35.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0178_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1115365747371857,10.588605837131581,50.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0178_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.28645265637264994,-4.9517621491495944,27.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0178_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.18051626582213576,17.020523955094113,40.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0178_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.2154781939857051,0.6846988459025809,31.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0179_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.06328283605873186,12.700786731202655,44.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0179_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.04648400740994085,11.901574048195688,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0179_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.14552010957990735,0.8851071128196075,29.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0179_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1471746549455688,20.106017253216848,47.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0179_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.01774119488399073,2.513787923783422,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0180_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.18014508169765153,-3.4774789506853416,27.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0180_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.20390240830755246,-8.234368715063425,25.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0180_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.14769063634875357,-1.1381801538290368,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0180_t4,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0915516942709993,80.9908292727989,60.0,1,L3_online_gru,1,m2063-osd-osd_v0_0180_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0180_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.044544154178199014,9.638110205017906,37.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0181_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.23327357638841306,6.706248667753393,46.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0181_t4,L1_one_step,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,1.3737414875918201,80.21426716519483,70.0,1,L1_one_step,1,m2063-osd-osd_v0_0181_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0181_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,2.1598979583993736,24.756054444831182,59.0,0,,0,,True,0,0,1,1,0,0
m2063-osd-osd_v0_0181_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0022646443454334975,9.720188489041686,38.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0181_t4,L3_reset_control_corrected,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.251286113399922,77.18657428423663,64.0,1,L3_reset_control_corrected,1,m2063-osd-osd_v0_0181_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0182_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.057189918483742996,-13.74472734954692,18.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0182_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.056250711230723116,-12.126405260655712,19.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0182_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.032649254087336876,-12.751495953709469,18.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0182_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.007173177041032819,-8.043893446966862,22.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0182_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10978258105777061,-11.156360786408442,21.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0183_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.030380545457776353,5.162328859354474,39.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0183_t4,L1_one_step,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.41301043159027184,78.1072733735428,61.0,1,L1_one_step,1,m2063-osd-osd_v0_0183_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0183_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.16138427039701475,1.8885485961253465,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0183_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.04753942995471694,26.95924191484127,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0183_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.05747750836804033,7.522828229066128,38.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0184_t4,L0_current_masked,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,1.1979296318660033,70.37356806986514,52.0,1,L0_current_masked,1,m2063-osd-osd_v0_0184_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0184_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10354865714139971,19.971173249588666,54.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0184_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.016220853627030074,-0.2973439663716704,35.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0184_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.17338130680852082,17.225534335237096,45.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0184_t4,L3_reset_control_corrected,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.19300122585263146,94.89215482685783,74.0,1,L3_reset_control_corrected,1,m2063-osd-osd_v0_0184_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0185_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.18368375815036075,2.3495142947675305,34.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0185_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.054154704269473664,-7.901912999699775,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0185_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.12659903727954247,-1.3909879632787927,30.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0185_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10407220990019872,-7.311375232500719,24.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0185_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1737893290032564,-0.3844217524268423,29.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0186_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.06180822914921502,-7.7956047888583715,24.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0186_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0639990491852076,-10.332325258781946,22.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0186_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.049739781241009196,-6.176656736944757,25.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0186_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.09856046102558236,-8.966759239575815,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0186_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.036906632357671665,-7.608376287649726,23.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0187_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.21643126815704883,7.153792041813901,41.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0187_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10994001722790836,3.1509293675286756,65.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0187_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,0,1,1,0.0,0.0,1.0,1.0,1.5229650785172237,13.312698033114152,56.0,0,,0,,True,0,0,1,1,0,0
m2063-osd-osd_v0_0187_t4,L3_online_gru,outcome_by_source_profile,weak_support,1,1,0,0,0,1.0,0.0,0.0,0.0,0.6716388021938748,96.93847971158654,71.0,1,L3_online_gru,1,m2063-osd-osd_v0_0187_t4,True,1,0,0,0,0,1
m2063-osd-osd_v0_0187_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.19003078686869368,23.12719531037174,62.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0188_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.027628345218809747,-15.630606308626454,16.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0188_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.022788401933761415,-11.587058077462366,20.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0188_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.12595142138287962,-11.200700111636547,21.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0188_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.0209409126150224,4.987024294192272,32.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0188_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.16587398472907222,22.787506038105377,45.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0189_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.06795840695050415,4.4974217478112735,34.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0189_t4,L1_one_step,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.06818264759954862,4.797942042564902,34.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0189_t4,L2_window_50,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.10127740421930298,-5.343286637444194,28.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0189_t4,L3_online_gru,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.01945535393462028,4.019893654981459,34.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0189_t4,L3_reset_control_corrected,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.1788068375285028,1.5699971786575837,33.0,0,,0,,True,0,1,0,0,1,0
m2063-osd-osd_v0_0190_t4,L0_current_masked,outcome_by_source_profile,no_support,1,0,1,0,0,0.0,1.0,0.0,0.0,-0.051405067524666226,12.392267537660082,46.0,0,,0,,True,0,1,0,0,1,0
